Nom structure;Adresse;Code postal;Département;Ville;Année(s) subvention Région;Montant subvention 2000;Montant subvention 2001;Montant subvention 2002;Montant subvention 2003;Montant subvention 2004;Montant subvention 2005;Montant subvention 2006;Montant subvention 2007;Montant subvention 2008;Montant subvention 2009;Montant subvention 2010;Montant subvention 2011;Montant subvention 2012;Montant subvention 2013;wgs84
BIBLIOTHÈQUE ANDRÉ MALRAUX;28 rue Lucette Mazalaigue;92237;92;GENNEVILLIERS;;;;;;;;;;;;;;;;48.9332743,2.2869452
BIBLIOTHÈQUE;Rue Lamartine;77390;77;VERNEUIL-L'ÉTANG;;;;;;;;;;;;;;;;48.6424105,2.8338203
BIBLIOTHÈQUE MUNICIPALE GEORGES BRASSENS;24 rue de la Libération;91770;91;SAINT-VRAIN;;;;;;;;;;;;;;;;48.5419418,2.3303135
MÉDIATHÈQUE MUNICIPALE;94 rue des Maraîchers;91140;91;VILLEBON-SUR-YVETTE;;;;;;;;;;;;;;;;48.699651,2.2428622
MÉDIATHÈQUE LOUIS ARAGON;4 place du Colonel Fabien;93240;93;STAINS;;;;;;;;;;;;;;;;48.9565263,2.3816397
BIBLIOTHÈQUE LANCRY;11 rue de Lancry;75010;75;PARIS;;;;;;;;;;;;;;;;48.869387,2.360108
BIBLIOTHÈQUE MUNICIPALE;Place Parion-Nicolle;78840;78;MOISSON;;;;;;;;;;;;;;;;49.072863,1.669154
BIBLIOTHÈQUE MUNICIPALE JEAN RACINE;Place du Général de Gaulle;78460;78;CHEVREUSE;;;;;;;;;;;;;;;;48.7558048,2.0708917
BIBLIOTHÈQUE MUNICIPALE;16 avenue des Tilleuls;78550;78;BAZAINVILLE;;;;;;;;;;;;;;;;48.8050354,1.6716962
BIBLIOTHÈQUE MUNICIPALE GABRIEL BOURDIN;26 rue Maurice Ténine;94260;94;FRESNES;;;;;;;;;;;;;;;;48.7538444,2.3235816
MÉDIATHÈQUE MUNICIPALE GÉRARD DE NERVAL;Maison Des Arts - Allée des Écoles;91430;91;VAUHALLAN;;;;;;;;;;;;;;;;48.7333632,2.2076377
MÉDIATHÈQUE ROBERT CALMÉJANE;118 Grande Rue;93250;93;VILLEMOMBLE;;;;;;;;;;;;;;;;48.8827003,2.516171
BIBLIOTHÈQUE ELSA TRIOLET;102 avenue Jean Lolive;93500;93;PANTIN;;;;;;;;;;;;;;;;48.8921621,2.4084036
BIBLIOTHÈQUE DE LA MOSAIQUE;98 avenue François Mitterand;78370;78;PLAISIR;;;;;;;;;;;;;;;;48.8203058,1.9527505
BIBLIOTHÈQUE DU CENTRE (MAISONS-ALFORT);34 rue du Professeur Cadiot;94704;94;MAISONS-ALFORT;;;;;;;;;;;;;;;;48.8030006,2.4333234
MÉDIATHÈQUE ANATOLE FRANCE;29 rue Anatole France;78190;78;TRAPPES;;;;;;;;;;;;;;;;48.7819832,1.9826433
MÉDIATHÈQUE DE L'EUROPE;6 avenue du Général de Gaulle;77600;77;BUSSY-SAINT-GEORGES;Subvention Région 2003;;;;388165;;;;;;;;;;;48.8368113,2.7075129
BIBLIOTHÈQUE MUNICIPALE;8 rue des Écoles;77950;77;VOISENON;;;;;;;;;;;;;;;;48.5711094,2.6648867
BIBLIOTHÈQUE MUNICIPALE;Centre Culturel Eugène Massillon - Avenue Charles de Gaulle;91830;91;LE-COUDRAY-MONTCEAUX;;;;;;;;;;;;;;;;48.5654121,2.4862266
BIBLIOTHÈQUE MUNICIPALE;5 rue Beauregard;77171;77;CHALAUTRE-LA-GRANDE;;;;;;;;;;;;;;;;48.5420107,3.459737
MÉDIATHÈQUE ALBERT-CAMUS;Parc Henri Fabre - Rue du village;91000;91;EVRY;Subvention Région 2008;;;;;;;;;904520;;;;;;48.630741,2.4459921
MÉDIATHÈQUE GASTON ROULAUD;Cité Gaston Roulaud - 118 rue Roger Salengro;93700;93;DRANCY;;;;;;;;;;;;;;;;48.91628,2.435475
BIBLIOTHÈQUE MUNICIPALE;Mairie - Place Jean Moulin;95380;95;PUISEUX-EN-FRANCE;;;;;;;;;;;;;;;;49.057229,2.5010469
BIBLIOTHÈQUE MUNICIPALE;13 allée des Blés;78117;78;TOUSSUS-LE-NOBLE;;;;;;;;;;;;;;;;48.7464199,2.1134447
BIBLIOTHÈQUE MUNICIPALE;1 route de Bray;77480;77;MONTIGNY-LE-GUESDIER;;;;;;;;;;;;;;;;48.3837252,3.254086
MÉDIATHÈQUE DE LA COLOMBE;Place de la Mairie;91190;91;SAINT-AUBIN;;;;;;;;;;;;;;;;48.715242,2.140645
BIBLIOTHÈQUE MUNICIPALE;Maison des activités culturelles - 8 chemin de Belle Épine;91620;91;NOZAY;;;;;;;;;;;;;;;;48.657023,2.241167
BIBLIOTHÈQUE SORBIER;17 rue Sorbier;75020;75;PARIS;;;;;;;;;;;;;;;;48.8659674,2.3928486
BIBLIOTHÈQUE NOTRE-DAME;7 rue Sainte-Sophie;78000;78;VERSAILLES;;;;;;;;;;;;;;;;48.8106374,2.1325252
BIBLIOTHÈQUE MUNICIPALE;Allée du Château;77166;77;ÉVRY-GRÉGY-SUR-YERRES;;;;;;;;;;;;;;;;48.6532452,2.631936
BIBLIOTHÈQUE PABLO NERUDA;32 rue Pierre et Marie Curie;93170;93;BAGNOLET;;;;;;;;;;;;;;;;48.8702961,2.4238318
BIBLIOTHÈQUE PLACE DES FÊTES;18 rue Jansen;75019;75;PARIS;;;;;;;;;;;;;;;;48.8793927,2.397528
MÉDIATHÈQUE MUNICIPALE FLORIAN;5 rue Gautherin;78120;78;RAMBOUILLET;;;;;;;;;;;;;;;;48.646402,1.8225216
BIBLIOTHÈQUE MUNICIPALE;5 rue de Montfort;78490;78;GALLUIS;;;;;;;;;;;;;;;;48.7962249,1.7960933
BIBLIOTHÈQUE MUNICIPALE;Mairie - 149 rue de Guette;78830;78;BULLION;;;;;;;;;;;;;;;;48.6208599,1.9988894
MÉDIATHÈQUE MUNICIPALE MAX-POL FOUCHET;2 rue Lasègue;92320;92;CHATILLON;Subvention Région 2012;;;;;;;;;;;;;70150;;48.8008305,2.2866072
MÉDIATHÈQUE GÉRARD-PHILIPE;54 boulevard du Château;94500;94;CHAMPIGNY-SUR-MARNE;;;;;;;;;;;;;;;;48.8109039,2.5455937
BIBLIOTHÈQUE FRANÇOIS MAURIAC;Cour du Donjon;91700;91;SAINTE-GENEVIÈVE-DES-BOIS;;;;;;;;;;;;;;;;48.6395087,2.3318979
BIBLIOTHÈQUE MUNICIPALE;Rue de l'Église;77115;77;SIVRY-COURTRY;;;;;;;;;;;;;;;;48.526792,2.7543
BIBLIOTHÈQUE MUNICIPALE;21 bis rue Grande;77130;77;LA-GRANDE-PAROISSE;;;;;;;;;;;;;;;;48.386049,2.900241
BIBLIOTHÈQUE MUNICIPALE;Avenue Georges Pompidou;77120;77;COULOMMIERS;;;;;;;;;;;;;;;;48.813071,3.083497
BIBLIOTHÈQUE MARGUERITE YOURCENAR;Place Nelson Mandela;93270;93;SEVRAN;;;;;;;;;;;;;;;;48.9505448,2.5689053
MÉDIATHÈQUE SAINT-JUST;36 avenue Louis Bordes;93240;93;STAINS;;;;;;;;;;;;;;;;48.9552964,2.3849367
MÉDIATHÈQUE PÔLE DE MEUDON;2 rue de l'Église;92190;92;MEUDON;;;;;;;;;;;;;;;;48.8075017,2.2368693
BIBLIOTHÈQUE MUNICIPALE;Centre commercial - Rue des Clottins;95560;95;MONTSOULT;;;;;;;;;;;;;;;;49.070261,2.322438
BIBLIOTHÈQUE MUNICIPALE;39 Grande Rue;95450;95;AVERNES;;;;;;;;;;;;;;;;49.0868316,1.8728886
BIBLIOTHÈQUE MUNICIPALE;Salle Georges Lugan - Mairie;77190;77;VILLIERS-EN-BIERE;;;;;;;;;;;;;;;;48.496528,2.604438
MÉDIATHÈQUE MUNICIPALE;Espace culturel Jean-Jacques Robert - Parc de Villeroy;91540;91;MENNECY;;;;;;;;;;;;;;;;48.5658291,2.4232512
MÉDIATHÈQUE MUNICIPALE;8 rue des Papineaux;91410;91;LES-GRANGES-LE-ROI;;;;;;;;;;;;;;;;48.503453,2.019845
BIBLIOTHÈQUE MUNICIPALE;39 rue des Fossés;77620;77;EGREVILLE;;;;;;;;;;;;;;;;48.1753344,2.8731916
MÉDIATHÈQUE HENRI MICHAUX;27 bis rue Lopez et Jules Martin;93300;93;AUBERVILLIERS;;;;;;;;;;;;;;;;48.9140326,2.3986541
BIBLIOTHÈQUE PAUL ÉLUARD;10 rue Valette;93100;93;MONTREUIL;;;;;;;;;;;;;;;;48.854729,2.4213237
BIBLIOTHÈQUE COLONEL FABIEN;118 avenue du Colonel Fabien;93100;93;MONTREUIL;;;;;;;;;;;;;;;;48.8773952,2.4553539
BIBLIOTHÈQUE MARGUERITE AUDOUX;10 rue Portefoin;75003;75;PARIS;;;;;;;;;;;;;;;;48.8636243,2.3601464
BIBLIOTHÈQUE MUNICIPALE ANNEXE GEORGE SAND;3 place Marc Sangnier;95500;95;GONESSE;;;;;;;;;;;;;;;;48.9352428,2.5167038
BIBLIOTHÈQUE MUNICIPALE JEAN-LOUIS BARRAULT;9 rue de la Liberté;91710;91;VERT-LE-PETIT;;;;;;;;;;;;;;;;48.5516822,2.3652286
MÉDIATHÈQUE ROGER GOUHIER;3 rue Jean Jaurès;93134;93;NOISY-LE-SEC;;;;;;;;;;;;;;;;48.8906493,2.4530192
BIBLIOTHÈQUE DENIS DIDEROT;23 rue Roger Salengro;93140;93;BONDY;;;;;;;;;;;;;;;;48.9018593,2.4795086
BIBLIOTHÈQUE;1 avenue de la Division Leclerc;78410;78;AUBERGENVILLE;;;;;;;;;;;;;;;;48.9589606,1.8551532
BIBLIOTHÈQUE DE QUARTIER DU CHAPERON VERT;Place Marcel Cachin;94250;94;GENTILLY;;;;;;;;;;;;;;;;48.8138999,2.344688
BIBLIOTHÈQUE MUNICIPALE DES JEUNES;12 rue Pasteur;95350;95;SAINT-BRICE-SOUS-FORÊT;;;;;;;;;;;;;;;;48.9989633,2.3592227
BIBLIOTHÈQUE MUNICIPALE AIMÉ CÉSAIRE;8 rue du Marché;95160;95;MONTMORENCY;;;;;;;;;;;;;;;;48.9881743,2.3187749
MÉDIATHÈQUE ALBERT CAMUS;29 rue de l'Europe;92300;92;LEVALLOIS-PERRET;;;;;;;;;;;;;;;;48.8774969,2.3135408
BIBLIOTHÈQUE MUNICIPALE;Hôtel de Ville;77124;77;PENCHARD;;;;;;;;;;;;;;;;48.9583445,2.8771355
MÉDIATHÈQUE LES LAVANDIÈRES;Ruelle du Clos;91310;91;LEUVILLE-SUR-ORGE;;;;;;;;;;;;;;;;48.6162181,2.2644844
BIBLIOTHÈQUE MUNICIPALE;7 rue du Château;77400;77;DAMPMART;;;;;;;;;;;;;;;;48.8854894,2.7362607
BIBLIOTHÈQUE MUNICIPALE;Espace Georges Pompidou - Rue de Montry;77450;77;CONDÉ-SAINTE-LIBIAIRE;;;;;;;;;;;;;;;;48.896854,2.828969
BIBLIOTHÈQUE MUNICIPALE;9 rue Dîmeresse;77160;77;CHENOISE;;;;;;;;;;;;;;;;48.6152311,3.1925139
BIBLIOTHÈQUE;6 rue Jean Delsol;77173;77;CHEVRY-COSSIGNY;;;;;;;;;;;;;;;;48.7254073,2.6576876
MÉDIATHÈQUE MUNICIPALE;7 rue de Saint-Mard;77230;77;JUILLY;;;;;;;;;;;;;;;;49.0165649,2.7049839
BIBLIOTHÈQUE MUNICIPALE;Rue des Lombards;77970;77;JOUY-LE-CHÂTEL;;;;;;;;;;;;;;;;48.665751,3.1282902
BIBLIOTHÈQUE-DISCOTHÈQUE MUNICIPALE;3 avenue de Villiers;91210;91;DRAVEIL;;;;;;;;;;;;;;;;48.682206,2.405748
BIBLIOTHÈQUE MUNICIPALE DE VILLECRESNES;75 rue du Lieutenant Dagorno;94440;94;VILLECRESNES;;;;;;;;;;;;;;;;48.7202579,2.5338266
MÉDIATHÈQUE HÉLÈNE BERR;70 rue de Picpus;75012;75;PARIS;;;;;;;;;;;;;;;;48.8424676,2.3972824
BIBLIOTHÈQUE MUNICIPALE JACQUES PRÉVERT;3 allée Henri Langlois;78340;78;LES-CLAYES-SOUS-BOIS;;;;;;;;;;;;;;;;48.8188111,1.987022
BIBLIOTHÈQUE MUNICIPALE;Mairie;78580;78;LES-ALLUETS-LE-ROI;;;;;;;;;;;;;;;;48.9139372,1.9185317
BIBLIOTHÈQUE ÉMILE ZOLA;Rue de l'Église;78270;78;BENNECOURT;;;;;;;;;;;;;;;;49.0399905,1.5663498
MÉDIATHÈQUE;1 rue Marceau;93170;93;BAGNOLET;Subvention Région 2000;323725;;;;;;;;;;;;;;48.868101,2.4172715
MÉDIATHÈQUE COLETTE;49 rue de Paris;93800;93;ÉPINAY-SUR-SEINE;Subvention Région 2008;;;;;;;;;1372041;;;;;;48.9534344,2.3113148
BIBLIOTHÈQUE GLACIÈRE;132 rue de la Glacière;75013;75;PARIS;;;;;;;;;;;;;;;;48.8267296,2.3419274
MÉDIATHÈQUE;1 rue Antoine Pinay;94490;94;ORMESSON-SUR-MARNE;Subvention Région 2004;;;;;420862;;;;;;;;;;48.7872977,2.5454301
BIBLIOTHÈQUE FESSART;6 rue Fessart;75019;75;PARIS;;;;;;;;;;;;;;;;48.8762884,2.3881565
BIBLIOTHÈQUE MUNICIPALE;Centre culturel L. Jouvet - 45 rue G. Herrewyn;78270;78;BONNIÈRES-SUR-SEINE;;;;;;;;;;;;;;;;49.037452,1.578521
MÉDIATHÈQUE ELSA TRIOLET;1 ter rue Merchin;93450;93;L'ILE-SAINT-DENIS;Subvention Région 2010;;;;;;;;;;;602045;;;;48.9354998,2.3405498
MÉDIATHÈQUE;Espace Jules Verne - Rue Henri Douard;91220;91;BRÉTIGNY-SUR-ORGE;Subvention Région 2013;;;;;;;;;;;;;;595560;48.6109653,2.3128866
MÉDIATHÈQUE DES CHARTREUX;2 rue du Clos Munier;92130;92;ISSY-LES-MOULINEAUX;Subvention Région 2008;;;;;;;;;404078;;;;;;48.8229028,2.2542967
BIBLIOTHÈQUE LOUIS ARAGON;Place Léon Blum;92290;92;CHÂTENAY-MALABRY;;;;;;;;;;;;;;;;48.7627069,2.2605477
MÉDIATHÈQUE MUNICIPALE;25 rue du Château;77000;77;MELUN;;;;;;;;;;;;;;;;48.536917,2.6551109
BIBLIOTHÈQUE MUNICIPALE;11 rue des Roches;77760;77;BUTHIERS;;;;;;;;;;;;;;;;48.2876909,2.4304633
BIBLIOTHÈQUE MUNICIPALE;24 rue de la Mairie;91140;91;VILLEJUST;;;;;;;;;;;;;;;;48.681882,2.2365034
MÉDIATHÈQUE PAUL ÉLUARD;3 rue Gaétan Lamy;93300;93;AUBERVILLIERS;;;;;;;;;;;;;;;;48.916111,2.3697021
BIBLIOTHÈQUE SAINT-SIMON;Mairie - 116 rue de Grenelle;75007;75;PARIS;;;;;;;;;;;;;;;;48.8568231,2.3202105
MÉDIATHÈQUE LA PASSERELLE;41 rue Nationale;78710;78;ROSNY-SUR-SEINE;;;;;;;;;;;;;;;;49.0001315,1.6352931
MÉDIATHÈQUE JEAN ROUSSELOT;12 place Pierre Bérégovoy;78280;78;GUYANCOURT;;;;;;;;;;;;;;;;48.7678334,2.077314
BIBLIOTHÈQUE MUNICIPALE;Rue de la Croix de l'Orme;78630;78;BURES-MORAINVILLIERS;;;;;;;;;;;;;;;;48.9395089,1.9559042
BIBLIOTHÈQUE RAYMOND QUENEAU;3 rue Piver;91260;91;JUVISY-SUR-ORGE;;;;;;;;;;;;;;;;48.6905616,2.3744871
BIBLIOTHÈQUE LA FRÉGATE;3-5 allée Rodin;92400;92;COURBEVOIE;;;;;;;;;;;;;;;;48.8994121,2.2395593
BIBLIOTHÈQUE MÉDIATHÈQUE ANTOINE DE SAINT-EXUPÉRY;66 avenue Jean Jaurès;95330;95;DOMONT;;;;;;;;;;;;;;;;49.0318751,2.3372175
BIBLIOTHÈQUE MUNICIPALE;1 rue Jean-Baptiste Clément;95570;95;BOUFFÉMONT;;;;;;;;;;;;;;;;49.0424862,2.3186658
MÉDIATHÈQUE JACQUES PRÉVERT;6 passage Prévert;92700;92;COLOMBES;;;;;;;;;;;;;;;;48.9223248,2.2517222
BIBLIOTHÈQUE MUNICIPALE;Jardin de la Mairie;77320;77;LA-FERTÉ-GAUCHER;;;;;;;;;;;;;;;;48.781325,3.305565
MÉDIATHÈQUE CHRISTINE DE PIZAN;31 avenue Maurice Berteaux;78300;78;POISSY;Subvention Région 2005;;;;;;786550;;;;;;;;;48.9320465,2.0406023
BIBLIOTHÈQUE MUNICIPALE GEORGES POMPIDOU;Rond-point des Écoliers;78860;78;SAINT-NOM-LA-BRETÈCHE;;;;;;;;;;;;;;;;48.860548,2.022386
BIBLIOTHÈQUE MUNICIPALE ANDRÉ MALRAUX;79 avenue de Fontainebleau;77310;77;SAINT-FARGEAU-PONTHIERRY;;;;;;;;;;;;;;;;48.5306029,2.5427112
MÉDIATHÈQUE SERGE REGGIANI;4 rue du Bon Noyer;91640;91;FONTENAY-LES-BRIIS;;;;;;;;;;;;;;;;48.6197592,2.1564552
BIBLIOTHÈQUE MUNICIPALE;15 rue de l'Église;77720;77;BOMBON;;;;;;;;;;;;;;;;48.5748519,2.8592382
BIBLIOTHÈQUE DES COUTURES;37 rue Jules Ferry;93170;93;BAGNOLET;;;;;;;;;;;;;;;;48.8578487,2.4174062
BIBLIOTHÈQUE RAINER MARIA RILKE (PORT-ROYAL);88 ter boulevard du Port-Royal;75005;75;PARIS;;;;;;;;;;;;;;;;48.8392082,2.3391601
BIBLIOTHÈQUE LOUIS ARAGON;12 boulevard de la République;78360;78;MONTESSON;;;;;;;;;;;;;;;;48.9074455,2.1475686
BIBLIOTHÈQUE CHÂTEAU D'EAU;Mairie - 72 rue du Faubourg-Saint-Martin;75010;75;PARIS;;;;;;;;;;;;;;;;48.8715624,2.3577497
BIBLIOTHÈQUE MUNICIPALE;15 place Edmond de Rothschild;77220;77;TOURNAN-EN-BRIE;;;;;;;;;;;;;;;;48.741039,2.7634187
BIBLIOTHÈQUE ANNEXE GÉRARD-PHILIPE;118 rue Youri Gagarine;94800;94;VILLEJUIF;;;;;;;;;;;;;;;;48.7822498,2.3566011
BIBLIOTHÈQUE DE L'HORLOGE;Place des Ouvrages;95000;95;CERGY;Subvention Région 2012;;;;;;;;;;;;;378867;;49.035617,2.060325
BIBLIOTHÈQUE MUNICIPALE;4 rue de la Mairie;78610;78;SAINT-LÉGER-EN-YVELINES;;;;;;;;;;;;;;;;48.7217112,1.765006
BIBLIOTHÈQUE MUNICIPALE;Route des Ponts;78125;78;RAIZEUX;;;;;;;;;;;;;;;;48.6239485,1.6812196
BIBLIOTHÈQUE;8 boulevard de la République;95640;95;MARINES;;;;;;;;;;;;;;;;49.1423816,1.981303
MÉDIATHÈQUE MUNICIPALE FRANÇOIS MITTERRAND;107 avenue de la République;77340;77;PONTAULT-COMBAULT;;;;;;;;;;;;;;;;48.800584,2.6076932
BIBLIOTHÈQUE MUNICIPALE;Rue du Bourget;77165;77;SAINT-SOUPPLETS;;;;;;;;;;;;;;;;49.037622,2.80472
MÉDIATHÈQUE ALBERT CAMUS;12 rue Saint-Jean de Beauregard;91940;91;GOMETZ-LE-CHÂTEL;;;;;;;;;;;;;;;;48.6742573,2.1422
BIBLIOTHÈQUE CLAUDE LÉVI-STRAUSS (FLANDRE);41 avenue de Flandre;75019;75;PARIS;;;;;;;;;;;;;;;;48.8867191,2.3713428
BIBLIOTHÈQUE MUNICIPALE;33 rue de la Sauvagerie - Centre socioculturel Antoine de Saint-Exupéry;77130;77;VARENNES-SUR-SEINE;;;;;;;;;;;;;;;;48.373668,2.928812
MÉDIATHÈQUE J. DUCLOS;16 avenue Gabriel Péri;93380;93;PIERREFITTE-SUR-SEINE;;;;;;;;;;;;;;;;48.9633203,2.3567598
BIBLIOTHÈQUE MUNICIPALE RENÉ FALLET;10 allée Mozart - Val-Saint-Georges;94190;94;VILLENEUVE-SAINT-GEORGES;;;;;;;;;;;;;;;;48.7305769,2.447488
BIBLIOTHÈQUE ALEXANDRA DAVID-NEEL;57 bis rue d'Ermont;95390;95;SAINT-PRIX;"Subvention Région 2009 ; Subvention Région 2012";;;;;;;;;;368520;;;293102;;49.005759,2.2617165
BIBLIOTHÈQUE EUROPE;Mairie - 3 rue de Lisbonne;75008;75;PARIS;;;;;;;;;;;;;;;;48.856614,2.3522219
BIBLIOTHÈQUE INTERCOMMUNALE ELSA TRIOLET;Rue François Chalgrin;95140;95;GARGES-LÈS-GONESSE;;;;;;;;;;;;;;;;48.9710548,2.4015181
MÉDIATHÈQUE JACQUES BREL;Cour du Donjon;91700;91;SAINTE-GENEVIÈVE-DES-BOIS;;;;;;;;;;;;;;;;48.6395087,2.3318979
BIBLIOTHÈQUE MUNICIPALE BORIS VIAN;156 rue du Président François Mitterrand - Parc Nativelle;91160;91;LONGJUMEAU;;;;;;;;;;;;;;;;48.6930642,2.2947615
BIBLIOTHÈQUE MUNICIPALE LE COLOMBIER;1 rue du Château;91470;91;ANGERVILLIERS;;;;;;;;;;;;;;;;48.5916927,2.064568
BIBLIOTHÈQUE ELSA TRIOLET;9 place Elsa Triolet;93270;93;SEVRAN;;;;;;;;;;;;;;;;48.9437231,2.5490882
CENTRE RESSOURCE LECTURE ALADIN;2 rue Henri Barbusse;93200;93;SAINT-DENIS;;;;;;;;;;;;;;;;48.9374269,2.3723197
BIBLIOTHÈQUE MUNICIPALE;Place Georges Pompidou;78910;78;ORVILLIERS;;;;;;;;;;;;;;;;48.8589849,1.641174
BIBLIOTHÈQUE MUNICIPALE;Place de la Mairie;78124;78;MONTAINVILLE;;;;;;;;;;;;;;;;48.909119,1.8491831
BIBLIOTHÈQUE LES VIGNES BLANCHES;33-35 rue des Vignes Blanches;78420;78;CARRIÈRES-SUR-SEINE;;;;;;;;;;;;;;;;48.9109239,2.175305
BIBLIOTHÈQUE MUNICIPALE;Mairie;78930;78;BREUIL-BOIS-ROBERT;;;;;;;;;;;;;;;;48.9455822,1.7120208
BIBLIOTHÈQUE MUNICIPALE;50 rue de la Liberté;95470;95;SURVILLIERS;;;;;;;;;;;;;;;;49.1012505,2.5438183
BIBLIOTHÈQUE MUNICIPALE;17 résidence Delapierre;78480;78;VERNEUIL-SUR-SEINE;;;;;;;;;;;;;;;;48.9790343,1.9766538
BIBLIOTHÈQUE-MÉDIATHÈQUE MUNICIPALE;8 rue de Ville-d'Avray;92310;92;SÈVRES;;;;;;;;;;;;;;;;48.8241796,2.2082076
BIBLIOTHÈQUE MUNICIPALE;15 place de l'Église;77130;77;VILLE-SAINT-JACQUES;;;;;;;;;;;;;;;;48.3120897,2.922743
BIBLIOTHÈQUE MUNICIPALE;18 rue du Grand Veneur;91450;91;SOISY-SUR-SEINE;;;;;;;;;;;;;;;;48.6474789,2.4534684
BIBLIOTHÈQUE MUNICIPALE;21 rue Antonio Vivaldi - Espace Signoret-Montand;77124;77;CREGY-LES-MEAUX;;;;;;;;;;;;;;;;48.977929,2.872952
MÉDIATHÈQUE;9 place de la Ferme;91640;91;BRIIS-SOUS-FORGES;;;;;;;;;;;;;;;;48.6233923,2.1255271
BIBLIOTHÈQUE MUNICIPALE JEAN DE LA FONTAINE;Place Victor Droulot;95260;95;MOURS;;;;;;;;;;;;;;;;49.133183,2.270137
BIBLIOTHÈQUE MUNICIPALE;Ferme du Plessis-Saucourt - 32 route De Lieusaint;91250;91;TIGERY;;;;;;;;;;;;;;;;48.639077,2.5109366
BIBLIOTHÈQUE DU PRESBYTÈRE;Place de l'Église;91410;91;LA-FORET-LE-ROI;;;;;;;;;;;;;;;;48.4793327,2.0433528
BIBLIOTHÈQUE JACQUES PERRY;5 rue du Bordeau;77165;77;IVERNY;;;;;;;;;;;;;;;;48.9993027,2.7875725
BIBLIOTHÈQUE AIMÉ CÉSAIRE;Butte Saint-Pierre;77520;77;DONNEMARIE-DONTILLY;;;;;;;;;;;;;;;;48.4779709,3.123497
BIBLIOTHÈQUE LOUIS ARAGON;20 mail Jean-Pierre Timbaud - Centre Jean Vilar;93110;93;ROSNY-SOUS-BOIS;;;;;;;;;;;;;;;;48.875661,2.485932
BIBLIOTHÈQUE INTERCOMMUNALE DE L'ÉTAMPOIS;3 rue au Comte;91150;91;MORIGNY-CHAMPIGNY;;;;;;;;;;;;;;;;48.4465593,2.182005
BIBLIOTHÈQUE MUNICIPALE;3 place Nickenich;78490;78;MONTFORT-L'AMAURY;;;;;;;;;;;;;;;;48.7743417,1.8160432
BIBLIOTHÈQUE MUNICIPALE;18 rue de Verdun;78670;78;MÉDAN;;;;;;;;;;;;;;;;48.9529955,1.9959388
BIBLIOTHÈQUE MUNICIPALE ENFANTS;9 rue des Suisses;92380;92;GARCHES;;;;;;;;;;;;;;;;48.8546433,2.1978274
PALAIS DE LA MÉDIATHÈQUE;122 rue de la République;92800;92;PUTEAUX;;;;;;;;;;;;;;;;48.8845487,2.2377789
BIBLIOTHÈQUE LOUISE MICHEL;29-35 rue des Haies;75020;75;PARIS;;;;;;;;;;;;;;;;48.8533894,2.4010919
BIBLIOTHÈQUE NELSON MANDELA DE VITRY-SUR-SEINE;26-34 avenue Maximilien Robespierre;94400;94;VITRY-SUR-SEINE;;;;;;;;;;;;;;;;48.789655,2.388636
BIBLIOTHÈQUE MUNICIPALE;1 route de Houdan;78550;78;RICHEBOURG;;;;;;;;;;;;;;;;48.8221176,1.6365322
BIBLIOTHÈQUE MUNICIPALE LECONTE DE LISLE;30 rue du Général Leclerc;78430;78;LOUVECIENNES;;;;;;;;;;;;;;;;48.8612073,2.1157641
BIBLIOTHÈQUE DISCOTHÈQUE HALTE CULTURELLE;5 rue Jean Jaurès;92800;92;PUTEAUX;;;;;;;;;;;;;;;;48.8853092,2.2502381
BIBLIOTHÈQUE AMÉLIE;164 rue de Grenelle;75007;75;PARIS;;;;;;;;;;;;;;;;48.8583041,2.3088678
"BIBLIOTHÈQUE ""LES PASSERELLES""";Mail Auguste Rodin;95120;95;ERMONT;;;;;;;;;;;;;;;;48.9814494,2.2439247
MÉDIATHÈQUE MUNICIPALE;94 avenue des Bruzacques;95280;95;JOUY-LE-MOUTIER;;;;;;;;;;;;;;;;49.0115872,2.0436084
BIBLIOTHÈQUE MUNICIPALE;Rue des Acacias;77123;77;LE-VAUDOUÉ;;;;;;;;;;;;;;;;48.3565562,2.5183095
BIBLIOTHÈQUE DES NAVIGATEURS DE CHOISY-LE-ROI;Maison pour tous - 30 avenue de Newburn;94600;94;CHOISY-LE-ROI;;;;;;;;;;;;;;;;48.7551092,2.4114353
BIBLIOTHÈQUE ANNEXE DE LA RUE DES REMISES;27 rue des remises;94100;94;SAINT-MAUR-DES-FOSSÉS;;;;;;;;;;;;;;;;48.8056398,2.4727923
MÉDIATHÈQUE DU TEMPS LIBRE;30-34 rue George Sand;93240;93;STAINS;;;;;;;;;;;;;;;;48.9506855,2.3750365
BIBLIOTHÈQUE INTERCOMMUNALE ULYSSE;6-8 rue Jean Étienne Guettard;91150;91;ETAMPES;;;;;;;;;;;;;;;;48.4438548,2.1667468
BIBLIOTHÈQUE ANNEXE DU TAILLIS;Rue Henriette;91330;91;YERRES;;;;;;;;;;;;;;;;48.6985337,2.4772518
BIBLIOTHÈQUE MUNICIPALE;1 Grande Rue;78113;78;ADAINVILLE;;;;;;;;;;;;;;;;48.7226354,1.6529941
BIBLIOTHÈQUE MUNICIPALE VICTOR HUGO;Moulin des Muses - 28 rue de la gare;91650;91;BREUILLET;Subvention Région 2006;;;;;;;300000;;;;;;;;48.5641728,2.1721168
BIBLIOTHÈQUE MUNICIPALE;Place Pierre Salvi;95270;95;VIARMES;;;;;;;;;;;;;;;;49.125967,2.369166
