CODGEO;POP_MUN;POP_COM_QP;POP_COM;LIB_COM;TX_F;TX_TOT_0A24;TX_F_0A24;TX_TOT_60ETPLUS;TX_F_60ETPLUS;IND_JEUNE;TX_TOT_MEN1;TX_TOT_MEN6;TX_TOT_ET;TX_F_ET;A;PERCOU;AM;AI;ACSSENF;ACAVENF;AC3ENF;A_NETUD_24;A_ETUD;ENF;ENF_2;ENF_3_5;ENF_6_10;ENF_11_14;ENF_15_17;ENF_18_24;NOTE_CNAF
QP062011;5210;8498;27803;Bruay-la-Buissière, Haillicourt;55,2;35,4;31,6;24,1;29,8;1,2;45;3,1;;;1752;3842;331;857;165;399;135;143;9;1531;206;221;381;294;230;199;0
QP062012;1889;7922;22802;Bruay-la-Buissière;53,4;35,9;35,1;;;1,4;26;;;;512;1210;103;208;70;131;53;32;;496;56;84;139;102;63;52;0
QP062013;1496;9107;29577;Bruay-la-Buissière, Divion;52,7;33,6;30,3;21;25,9;1,3;42,4;;;;510;1076;88;255;52;115;33;43;;397;47;55;95;85;62;53;0
QP062014;1689;3004;12338;Calonne-Ricouart, Divion;50,9;40,5;39,4;17,3;19,6;1,9;31,2;6,4;0,2;0,3;552;1474;112;180;69;191;75;39;;655;104;93;163;123;103;69;0
QP062015;1213;5280;13778;Auchel, Cauchy-à-la-Tour;52,2;37,3;35,8;18,1;21,3;1,6;39,7;;0,5;0,3;339;734;75;158;31;75;17;31;;290;49;40;68;48;45;40;0
QP062016;1332;1332;12592;Douvrin, Haisnes, Hulluch;52;39,3;36,7;16,7;19,5;2;26,7;6,4;2,2;2,3;397;1039;81;138;42;136;52;28;;464;57;70;124;93;72;48;0
QP062017;2727;2923;12474;Haillicourt, Houdain;52,2;39,7;36,3;16,8;20,6;2;27,9;4,5;0,3;0,3;760;2033;144;247;84;285;97;59;;900;137;122;233;170;139;99;0
QP062018;1729;1729;12424;Noeux-les-Mines;54,2;36,9;34,5;19,8;23,9;1,5;32,3;;;;501;1274;106;181;48;166;59;26;;559;67;89;118;122;100;63;0
QP062019;4765;4831;17876;Avion;52,5;40,8;37;17,9;20,7;1,9;32,8;5,8;8,2;8;1428;3388;280;652;114;382;141;75;;1458;205;228;361;278;207;179;0
QP062020;2318;3550;20421;Bully-les-Mines, Mazingarbe;54,2;37,7;35,3;17,7;20,7;1,8;38,5;;;;675;1562;128;285;79;183;71;40;;629;85;105;150;105;93;91;0
QP062021;1850;2761;14701;Billy-Montigny, Fouquières-lès-Lens;55,6;36,8;34,6;20;23,3;1,4;39,4;4,6;5,4;5,1;479;1143;95;199;53;132;51;51;;476;85;80;126;83;57;45;0
QP062022;3847;3942;13480;Grenay, Loos-en-Gohelle;51,1;38,8;36,1;15,5;18,9;2,1;28,1;4,4;0,9;0,8;1067;2738;172;387;118;390;127;87;;1157;150;176;322;230;158;121;0
QP062023;2316;2316;12244;Harnes;51;34,2;31,2;21,4;24,4;1,4;24,6;;6,8;7,8;602;1479;82;253;79;188;80;36;;605;94;93;149;118;93;58;0
QP062024;2215;10720;31647;Lens;52,6;37;34,9;18,1;22,1;1,6;26,2;;;;573;1416;112;224;70;167;64;42;21;604;75;84;183;110;81;71;0
QP062025;4803;11638;44747;Lens, Loison-sous-Lens, Vendin-le-Vieil;51,7;39,2;36,8;15,4;18,9;2;42,2;3,3;7,1;6,2;1450;3298;285;686;117;362;135;98;;1368;191;210;368;261;185;153;0
QP062026;1497;10720;31647;Lens;49,9;45,4;41,2;14,9;;2,6;29,5;15,2;;;367;1086;59;140;29;139;78;29;10;548;45;69;146;116;92;80;0
QP062027;1497;10880;34512;Éleu-dit-Leauwette, Lens;52,6;36,8;39,4;20,8;;1,4;38;;;;511;1232;110;219;53;129;63;36;;539;82;86;134;106;66;65;0
QP062028;7071;12284;31517;Liévin;53,3;38,3;37,9;17,5;20,5;1,7;36,3;2,9;2,5;2,1;2037;4689;395;906;193;543;170;179;12;1907;285;318;490;376;257;181;0
QP062029;4819;23870;69745;Lens, Liévin, Loos-en-Gohelle;51,6;40,9;40;16,7;19,1;2;29,9;7,2;;;1475;3646;241;612;147;475;182;126;16;1541;194;204;350;323;254;216;0
QP062030;2275;12284;31517;Liévin;50,8;41;36,6;17,7;20,4;1,8;26,2;;;;686;1609;151;280;68;187;65;52;;661;105;109;165;116;86;80;0
QP062031;1232;1990;7743;Mazingarbe;52,9;39,7;37,5;16;18,5;2,1;26,9;5,2;0,9;0,6;347;898;64;123;40;120;44;29;;386;46;57;104;86;51;42;0
QP062032;1610;1610;6363;Sains-en-Gohelle;52;35;34;17,2;20,9;1,7;31,1;2,8;0,1;0,1;539;1123;91;258;60;130;25;44;;392;66;67;91;68;54;46;0
QP062033;4072;9546;27381;Avion, Sallaumines;51,9;38,6;36,8;19,2;21,7;1,7;35;4,5;8,5;7,8;1116;2689;178;510;98;330;129;66;;1144;155;176;295;246;146;126;0
QP062034;1438;7052;21213;Méricourt, Sallaumines;51;43,8;41,5;;;2,5;17,5;;9,8;7,8;398;1028;78;143;48;129;56;22;;449;59;67;132;73;66;52;0
QP062035;2301;2301;8268;Wingles;50,8;39,9;36,2;16,2;19,1;2,1;25,2;6,2;4;3,7;584;1636;113;181;56;234;95;43;;762;97;117;220;155;101;72;0
QP062036;2896;4672;35132;Arques, Longuenesse, Saint-Omer;53,6;42,2;39;13,4;17;2,4;36;;7,4;6,6;1055;2391;285;450;103;217;75;88;5;1016;154;165;261;203;118;115;0
QP062037;1776;2138;13992;Saint-Omer;56,8;31,9;32,4;19,2;23,3;1,3;53,5;;;;693;1299;150;393;59;91;30;62;14;457;58;80;113;82;74;50;0
QP062038;1134;1134;6604;Courcelles-lès-Lens;50,6;36,8;32,6;16,3;18,6;1,9;25,9;6,4;5,2;5,2;261;698;40;101;23;97;45;17;;313;39;42;70;55;60;47;0
QP062039;1092;1298;10639;Courrières;50,7;44,8;44,3;13;14,7;2,8;24,6;;;;348;802;88;149;33;78;28;26;;340;39;50;80;68;57;46;0
QP062040;1670;3296;10026;Ostricourt, Évin-Malmaison;52,5;35,7;32,5;21,7;25,2;1,3;30,8;5,6;9,2;9,8;407;1025;68;145;62;132;48;22;;427;59;71;108;93;56;40;0
QP062041;1936;3890;26748;Hénin-Beaumont;52,6;37,2;33,7;19,5;23,1;1,6;30,9;;;;559;1385;96;222;59;182;62;36;;575;81;98;129;108;78;81;0
QP062042;1049;3890;26748;Hénin-Beaumont;46,9;47,4;42,9;;;3,3;29,4;;;;328;810;100;119;25;84;29;32;;373;60;56;108;67;46;36;0
QP062043;1898;5278;27354;Courrières, Fouquières-lès-Lens, Montigny-en-Gohelle;51,6;44;41;13,8;;2,5;30,9;;;;451;1139;85;180;38;148;63;42;;499;67;74;139;96;70;53;0
QP062044;2183;6824;36975;Hénin-Beaumont, Montigny-en-Gohelle;57,1;43;38,9;15,3;20,8;2,2;43,6;3,3;4,2;4,3;;;;;;;;;;;;;;;;;5
QP062045;2466;4969;20312;Méricourt, Rouvroy;53,5;34,9;32,6;19,9;23,7;1,5;38,4;;;;723;1672;141;327;68;187;63;28;;691;74;111;170;161;96;79;0
QP062046;1231;2632;8604;Rouvroy;52,7;37,5;35,3;17,4;20,7;1,9;36,2;4,2;0,9;0,2;394;971;72;161;36;125;47;17;;420;59;62;99;92;54;54;0
QP062047;1418;4347;16817;Billy-Montigny, Rouvroy;55;39,6;36,7;19;24;1,8;35,9;5,3;2,6;2,7;402;1034;74;160;32;136;66;30;;461;57;76;122;97;62;47;0
QP062048;1915;1915;8534;Libercourt;51;36,8;34,7;19,5;21,1;1,5;31,1;5,2;8;8,4;466;1072;75;219;42;130;59;31;;432;62;68;104;81;61;56;0
QP062049;1487;10361;42537;Boulogne-sur-Mer;54,1;37,3;35,4;21;23,6;1,4;44,1;;7,7;5,9;575;1104;122;317;48;88;22;38;15;386;57;63;91;71;54;50;0
QP062050;1423;10361;42537;Boulogne-sur-Mer;45,4;34,1;39,6;;;;63,5;;;;527;891;84;354;28;61;17;53;52;274;44;45;76;42;36;31;0
QP062051;8046;11587;53860;Boulogne-sur-Mer, Saint-Martin-Boulogne;54,6;43,3;39,3;16,7;19,5;2,1;31,1;4,6;2,6;1,9;2382;5329;557;1095;217;513;199;188;10;2187;298;308;546;437;330;268;0
QP062052;1455;13769;52169;Boulogne-sur-Mer, Le Portel;51,3;36,3;33,9;20,4;22,3;1,4;36,4;;;0,8;420;1021;90;170;38;122;39;47;;443;70;76;116;79;53;49;0
QP062053;1227;1227;14390;Outreau;54,5;30,8;26,1;25,5;35,5;1,1;46,9;;0,7;0,6;350;699;42;205;20;83;23;16;;244;34;35;82;43;30;20;0
QP062054;2584;3408;9632;Le Portel;53,5;42,1;36,7;17,7;22,1;1,9;37,1;5;0,4;0,2;763;1727;157;361;66;179;66;82;;705;119;104;158;138;98;88;0
QP062055;5477;14032;72520;Calais;51,6;41,5;39,2;17,1;20,2;1,9;37,3;6;;;1677;3952;370;744;144;419;161;176;20;1707;237;269;429;321;248;203;0
QP062056;8555;14032;72520;Calais;54;44,3;42,1;14,1;16,2;2,5;38,7;3,1;3,8;3,4;3405;7441;815;1656;260;674;243;302;147;3075;508;510;787;525;392;353;0
QP062057;2693;2693;10184;Lillers;54;38,7;36,5;17;20;1,8;36,9;2,9;0,6;0,4;922;1987;189;458;77;198;73;104;;789;129;131;242;137;87;63;0
QP062058;1849;1849;9947;Aire-sur-la-Lys;52,8;38,8;37,6;15,8;18,7;1,8;47,8;2,6;1,3;1;645;1334;137;335;44;129;38;84;8;510;90;73;128;97;71;51;0
QP062059;1207;1207;11158;Étaples;52,8;37,2;33,5;;;;37;;;0;335;774;63;150;34;88;32;31;;312;52;42;61;69;47;41;0
QP062060;1088;1386;7852;Achicourt;55,1;37,9;31,9;16,8;19,8;1,7;50,4;1;2,6;2,1;403;748;102;226;21;54;11;34;;262;51;40;67;44;33;27;0
QP062061;7023;9483;40830;Arras;52;38,4;36,7;16,1;19,1;1,9;46,4;3,3;10,8;8,3;2617;5638;582;1290;205;540;206;184;9;2278;354;356;579;448;309;232;0
QP062062;1259;9483;40830;Arras;50,6;37,9;32,9;12,7;15,5;2,4;47,5;;5,8;4,6;572;1187;119;298;41;114;32;58;6;471;99;78;125;75;50;44;0
QP062063;1499;10869;48682;Achicourt, Arras;52,6;44;41,5;;;2,5;31,1;;;0,7;407;1063;97;153;29;128;46;41;12;497;54;68;107;110;90;68;0
QP062064;2193;2193;11271;Saint-Laurent-Blangy, Saint-Nicolas;52,2;35,3;32,8;15,6;17,9;1,8;47,4;1,1;8,1;7,2;797;1521;163;442;57;135;38;53;;525;81;88;133;99;61;63;0
QP063001;1033;2637;11308;Thiers;54,7;34,4;29,8;27,6;31,4;0,9;47,7;2,7;22;20,5;398;823;49;225;33;91;38;46;22;299;49;48;83;64;31;24;0
QP063002;3413;17319;141463;Clermont-Ferrand;51,4;35,8;37,5;18,6;22,7;1,5;55,1;;30;25,8;1269;2289;140;837;83;209;88;72;233;729;154;111;182;120;72;90;0
QP063003;7596;17319;141463;Clermont-Ferrand;51;39,9;36,4;19,6;20,8;1,7;39,8;6;24,8;24,6;2301;5914;334;988;207;772;377;115;49;2614;410;412;679;526;332;255;0
QP063004;4382;17319;141463;Clermont-Ferrand;53,3;41,3;38,2;16,4;17,7;2,2;34,6;;26,9;27;1320;3513;279;509;95;437;208;62;6;1664;252;287;428;328;204;165;0
QP063005;1928;17319;141463;Clermont-Ferrand;53,9;38,3;37,4;20,7;22,3;1,6;40,2;;26,1;27,9;637;1483;121;295;45;176;72;42;17;626;146;111;162;99;63;45;0
QP063006;1560;1560;19287;Cournon-d'Auvergne;51,1;40,2;36,2;15,9;18,4;2,1;43,7;;12,1;;534;1108;117;278;32;107;41;25;;432;69;67;112;88;52;44;0
QP063007;1604;2637;11308;Thiers;51,9;34,4;30,2;24,8;29,3;1,1;51,1;;15,1;13,6;671;1263;106;403;47;115;43;62;7;426;68;72;111;71;60;44;0
QP064001;1649;5452;47492;Bayonne;51,4;29,5;25,9;22,8;27,6;1;58,9;;11,7;;603;1004;112;384;39;68;17;41;34;299;43;50;75;64;46;21;0
QP064002;3803;5452;47492;Bayonne;53;36,7;35,1;18,5;20,4;1,7;33,5;4,5;23;23,9;1139;2613;196;520;110;313;104;44;;1040;155;169;278;200;141;97;0
QP064003;4102;6159;77575;Pau;56,6;35,7;30,5;25,1;29,9;1,2;47,4;;22,8;21,4;1471;3047;283;767;122;299;112;61;48;1145;159;177;294;229;140;146;0
QP064004;2057;6159;77575;Pau;51,5;38,1;34,7;21,6;22,8;1,5;36,1;;36,3;35;823;1877;120;406;107;190;99;30;5;749;103;115;207;131;104;89;0
QP065001;1516;7137;41062;Tarbes;51,3;49,1;44,5;;;2,3;50,8;3,7;20,8;19;732;1266;103;526;25;78;39;42;325;427;79;84;119;65;42;38;0
QP065002;2357;7137;41062;Tarbes;56,2;34,1;28,9;25,8;29,6;1,1;55,2;;11,8;10,4;1010;2018;185;557;94;174;71;75;;742;128;130;176;127;107;74;0
QP065003;3316;7189;45775;Séméac, Tarbes;56,7;31,2;26,3;30,5;35,1;0,8;59;;11,8;11,4;1319;2444;253;807;87;172;60;119;55;864;120;127;228;200;122;67;0
QP065004;1165;1165;14644;Lourdes;56,6;32,6;32,1;21;23,5;1,3;46,1;;26,5;24,5;360;742;70;181;26;83;24;16;;274;37;46;75;48;41;27;0
QP066001;1226;1226;8450;Elne;50,8;32,7;33;20,4;21,3;1,3;46,4;1,6;12,2;11,3;369;739;84;196;20;69;22;42;;283;45;44;70;56;42;26;0
QP066002;2630;32385;120959;Perpignan;53,7;38,3;33,1;20,5;24,8;1,5;42,5;;15,1;;998;2074;229;499;78;192;65;126;11;794;135;140;220;131;92;76;0
QP066003;3430;32385;120959;Perpignan;53,8;35,5;32,2;19;21,9;1,5;48,9;;8,4;8,9;1352;2584;322;753;86;191;59;109;38;953;145;162;224;175;143;104;0
QP066004;2828;32385;120959;Perpignan;51;46,5;43,3;14,3;;2,8;36,8;6,4;28,7;27,4;944;2296;191;416;91;246;113;41;10;1006;148;161;278;176;125;118;0
QP066005;5101;32385;120959;Perpignan;50;43,1;41,9;16,6;16,6;2,2;30,7;5,7;25,7;25;1673;3770;398;842;117;316;148;132;5;1638;232;252;407;328;214;205;0
QP066006;1581;32385;120959;Perpignan;50,4;45,9;;;;;;;33,3;33,6;404;1143;64;142;36;162;75;21;;539;92;95;140;93;66;53;0
QP066007;2854;32385;120959;Perpignan;53,4;28,5;27,7;26,8;28;0,9;45,5;;15,8;15,1;1045;2075;222;586;56;181;64;76;14;790;133;127;208;154;92;76;0
QP066008;11358;32385;120959;Perpignan;46,9;38,7;38,7;15,2;14,9;2;55,5;;12,1;10,1;4502;6968;812;3239;184;267;59;442;273;1995;290;316;471;357;291;270;0
QP066009;994;32385;120959;Perpignan;54,3;48;45,5;;;;;;;;433;940;158;230;13;32;11;59;;432;61;56;96;78;65;76;0
QP066010;1609;32385;120959;Perpignan;55,4;40,2;33,3;21,4;24,1;1,6;36,9;3,2;22,7;21,8;608;1484;126;270;61;151;76;19;;657;92;80;172;141;88;84;0
QP067001;1464;1464;12718;Bischwiller;51,4;39;40,5;16,6;;1,8;31,6;;15,6;14;413;1027;96;153;40;124;53;35;;452;64;67;136;92;56;37;0
QP067002;1251;1251;34419;Haguenau;51;37,7;32,6;;;2,1;32;;25;25,3;330;781;84;142;21;83;28;30;;344;66;57;78;65;46;32;0
QP067003;1426;1426;11609;Saverne;49,8;41,1;;16,5;;2,1;25,3;;21,8;24,1;404;1115;82;143;27;152;59;21;;530;68;71;126;121;80;64;0
QP067004;5957;9582;48882;Bischheim, Schiltigheim;53;40,3;36,1;20,5;22,7;1,7;31,9;5,9;23;23,7;1860;4614;364;768;170;558;254;97;32;2008;278;301;544;370;267;248;0
QP067005;1691;4767;17432;Bischheim;49,4;36,9;32,4;18,5;;1,6;32,1;4,7;27,3;25,5;569;1217;103;294;56;116;51;18;;469;74;63;126;90;64;52;0
QP067006;2327;2327;26455;Illkirch-Graffenstaden;56,9;35,1;33,5;21,3;23,2;1,4;30,6;;13,1;11,8;762;1841;213;296;56;197;84;26;;824;119;119;241;142;114;89;0
QP067007;2701;2701;17450;Lingolsheim;51,9;41,6;38,4;18,7;20,7;1,9;33;6,6;16,6;17,3;472;1358;91;152;42;187;85;22;;662;102;96;171;132;98;63;0
QP067008;1934;4815;31450;Schiltigheim;48,8;34,3;;20,9;;1,3;47,4;;20,2;17,3;696;1525;135;358;41;162;76;45;7;618;82;81;156;124;101;74;0
QP067009;2937;64499;275718;Strasbourg;52,8;37,6;34,3;22,8;25;1,4;24,9;;29,6;30,6;885;2406;159;339;72;315;146;45;;1129;187;202;316;205;123;96;0
QP067010;1875;64499;275718;Strasbourg;52,2;39;;16,5;;2;33,9;;26,9;27,2;767;1927;177;281;70;239;89;29;36;843;149;131;235;158;96;74;0
QP067011;12869;64499;275718;Strasbourg;51,9;41,9;39,7;15,9;17,1;2,2;28,5;8,6;25,2;25,8;3933;10529;669;1483;417;1364;647;205;34;4772;612;644;1233;972;691;620;0
QP067012;2251;64499;275718;Strasbourg;54,9;39,5;39,8;;;2,1;41,9;;;;668;1774;129;250;55;234;106;44;13;809;109;119;206;165;125;85;0
QP067013;7991;64499;275718;Strasbourg;52;41,9;39,8;15,4;16,9;2,4;26,1;6,9;26,4;26,5;2603;6751;412;1067;249;875;410;129;133;2991;379;475;801;600;412;324;0
QP067014;5014;64499;275718;Strasbourg;55;42,1;40,8;20,2;21,1;1,8;30,4;9,7;27,5;27;1432;3832;251;592;126;463;259;60;;1792;197;259;457;387;266;226;0
QP067015;2949;64499;275718;Strasbourg;49,6;37,8;40;10,3;;2,4;49,9;;28,2;27;1262;2280;155;806;94;207;68;99;205;717;122;134;172;126;89;74;0
QP067016;16800;64499;275718;Strasbourg;52,6;43,2;40,4;14,9;15,8;2,4;26,8;6,5;25,1;24,4;5876;14157;1223;2629;479;1545;672;347;73;6195;915;919;1595;1233;829;704;0
QP067017;4199;64499;275718;Strasbourg;54,3;34,9;32,5;24,3;26,6;1,2;40,5;;20;19,1;1341;3132;266;614;105;356;157;68;6;1317;191;216;353;240;176;141;0
QP067018;2493;64499;275718;Strasbourg;54,1;31,9;35;;;1;50,3;;21,3;22,9;971;1621;109;651;77;134;33;46;167;433;86;85;100;58;57;47;0
QP067019;1259;64499;275718;Strasbourg;51,7;41,6;39,1;13;12,7;2,7;31,9;4,1;19,7;20,2;468;1095;127;199;31;111;42;22;;482;89;74;123;85;60;51;0
QP067020;1461;64499;275718;Strasbourg;55;39;41;;;;38;;25,2;28,5;590;1227;137;299;50;104;32;25;20;481;102;87;118;77;60;37;0
QP067021;2401;64499;275718;Strasbourg;54,8;41,2;39,9;17;16,1;2,1;22;;23,6;22,5;723;1882;158;249;82;234;102;34;6;837;112;135;250;162;108;70;0
QP068001;1901;12092;67956;Colmar;48,1;39,1;37,6;15,1;15,5;2,1;27,2;;23,8;24,4;336;799;51;165;26;94;43;25;;339;52;55;83;63;53;33;0
QP068002;10191;12092;67956;Colmar;51,5;40,7;38,7;15,7;16,5;2,1;27;4,2;27,8;26,9;2762;7214;546;1076;238;902;410;141;72;3290;474;563;869;630;451;303;0
QP068003;8111;50823;112063;Mulhouse;52,3;44,4;41,5;16;18,1;2,3;29,2;9,6;30,9;31,7;2379;7015;476;798;186;919;483;118;14;3492;475;543;929;705;471;369;0
QP068004;4419;50823;112063;Mulhouse;53,4;40,7;38,3;17,7;19,8;2;31,6;8,6;25,5;26,8;1319;3476;220;554;95;450;226;48;;1609;226;267;420;315;211;170;0
QP068005;34043;50823;112063;Mulhouse;49,3;38,4;37,9;16,2;17,2;1,9;43,7;4,4;30,5;29,3;10574;23786;1589;5441;763;2781;1198;818;555;9632;1576;1571;2614;1868;1186;817;0
QP068006;4674;52510;126933;Illzach, Mulhouse;51,3;38,2;38,6;15,9;16,6;2;35,5;5;19,4;21,2;1435;3235;253;706;110;366;162;83;;1318;210;197;358;252;171;130;0
QP068007;1263;50823;112063;Mulhouse;47,8;38,7;;;;2,3;;;31,6;33,3;273;834;51;82;21;119;59;10;;415;63;69;110;91;49;33;0
QP068008;1893;1893;14666;Wittenheim;50,5;45,2;42,2;14,4;12,3;2,6;19,8;12,2;21,9;22,5;374;1131;86;106;33;149;74;18;;572;74;94;169;114;71;50;0
QP068009;1889;1889;19907;Saint-Louis;49,3;35,7;37,8;15,7;17,7;1,8;44,4;;30,8;30,1;474;1247;82;183;37;172;68;18;10;563;77;70;141;136;81;58;0
QP068010;1139;1139;11664;Cernay;52,9;45,6;47,1;;;1,8;;;28;26,9;265;699;45;99;33;88;46;10;;315;28;44;97;62;50;34;0
QP069001;1782;1782;10733;Tarare;52,7;38,7;34,8;22,7;27,1;1,4;43,6;6,6;12,8;11,8;394;987;67;180;29;118;62;29;;435;48;77;112;95;54;49;0
QP069002;2283;14197;147192;Villeurbanne;52,2;46,1;43,3;13,9;;2,8;24,8;7,9;26,3;25,4;728;1914;143;298;50;237;107;63;30;899;116;131;265;175;108;104;0
QP069003;985;985;7242;Neuville-sur-Saône;52,9;36,1;32,7;18,9;20,8;1,5;25,9;2,4;24,3;25,2;252;614;58;95;26;73;22;13;;258;48;45;61;46;35;23;0
QP069004;3129;8103;19574;Givors;50,6;32,3;30,1;20,8;21,3;1,2;39,9;;23,6;21,7;950;2361;144;436;71;299;136;58;7;1033;164;165;270;200;131;103;0
QP069005;810;810;11429;Brignais;52,9;37,5;31,3;19,8;20,8;;29,8;9,8;25,4;30,2;211;535;36;85;21;69;27;8;;231;36;41;68;40;29;17;0
QP069006;1201;8704;36531;Villefranche-sur-Saône;54;47,7;46,7;;;4,9;29,4;;22,3;25,4;311;975;76;86;17;132;70;19;;514;75;88;136;105;65;45;0
QP069007;4066;8704;36531;Villefranche-sur-Saône;48,3;39,7;37,1;20,1;23,1;1,7;28,8;9,4;24,8;25;1076;3009;153;368;131;424;224;48;;1377;227;235;396;267;133;119;0
QP069008;4923;10190;48740;Gleizé, Limas, Villefranche-sur-Saône;53,2;46;43;14,7;15,9;2,7;28,1;6,9;27,3;27,2;1395;3808;278;504;147;466;238;67;;1795;301;275;474;341;222;182;0
QP069009;1517;1517;8123;Belleville-en-Beaujolais;52,5;33,9;31,6;22,5;24,7;1,3;44,7;2,7;24,9;24,5;515;1173;97;224;57;137;56;29;;463;68;84;123;100;56;32;0
QP069010;4759;10324;38746;Bron;52,4;37,6;38,2;18,2;18,1;1,8;44,8;6,1;31;32,3;1653;3881;227;822;144;460;191;48;10;1604;280;286;421;279;170;168;0
QP069011;6686;34177;82833;Bron, Vaulx-en-Velin;50,2;40,9;38,8;17,1;18,6;2;31,9;6,6;24,7;24,5;1594;4389;280;577;126;611;285;70;24;2046;343;329;562;373;251;188;0
QP069012;3285;8103;19574;Givors;52,6;45,7;43,1;13,6;16,1;3;31,5;10,1;22,5;20,2;1017;2863;224;351;72;370;180;54;;1395;219;234;328;272;202;140;0
QP069013;1336;1336;32598;La Mulatière, Oullins;47,2;33,1;37,5;;;;55;;20,9;22,3;567;1179;83;314;48;122;46;62;50;437;82;69;121;76;55;34;0
QP069014;2408;2408;10132;Pierre-Bénite;52;39,8;37;19,2;21,8;1,8;28,3;8,7;24,1;25,4;576;1540;106;240;32;198;98;29;;733;113;129;198;144;79;70;0
QP069015;21966;31504;79220;Saint-Fons, Vénissieux;51,7;43,8;41,4;16;17,4;2,3;29,6;10,6;27,5;26,8;6347;18163;1163;2283;511;2390;1238;293;28;8870;1347;1453;2343;1723;1102;902;0
QP069016;5976;7331;17584;Saint-Fons;52,4;39,7;37,8;20,4;21,8;1,7;41;5,7;25,2;23,6;1928;4864;342;854;137;595;285;91;5;2204;370;398;652;380;232;172;0
QP069017;1372;1372;20696;Saint-Genis-Laval;53,8;42,9;36,9;16;19,8;2,3;28,7;6,4;17,1;15,7;353;938;84;137;25;107;59;13;;448;67;60;130;94;59;38;0
QP069018;20491;23853;44087;Vaulx-en-Velin;51,3;43,6;41,2;15,7;16,8;2,3;27,2;9;27,3;27;5971;16273;1056;2372;426;2117;1086;294;199;7730;1176;1293;2105;1471;954;731;0
QP069019;2241;23853;44087;Vaulx-en-Velin;52,7;45;46,7;;;3,5;36,4;;25,4;24,4;639;1656;117;287;34;201;95;72;13;780;126;121;195;146;109;83;0
QP069020;2224;24173;61636;Vénissieux;54,8;43,5;41,8;;;3;30,8;;20,9;23,5;626;1775;128;223;41;234;119;22;9;877;122;141;249;179;101;85;0
QP069021;917;14197;147192;Villeurbanne;48,4;;;30,1;36,9;;47,4;2,5;33,3;37,6;362;814;57;182;34;89;40;11;11;323;51;44;83;79;36;30;0
QP069022;5000;14197;147192;Villeurbanne;50,1;36;34,7;22,1;20,7;1,4;38,1;4,4;31;28,6;1472;3897;256;596;82;538;245;79;23;1802;271;302;478;351;234;166;0
QP069023;2193;14197;147192;Villeurbanne;49,7;46,1;41,3;;;;30,4;;25,2;26,9;644;1777;114;238;43;249;110;33;6;834;134;128;214;160;110;88;0
QP069024;1712;14197;147192;Villeurbanne;52,4;35,6;32,7;;;1,3;38,3;;25,7;22,5;557;1289;91;276;45;145;66;16;9;540;82;93;147;115;68;35;0
QP069025;2092;14197;147192;Villeurbanne;54,2;37,6;36,3;;;;32,6;;17;15,3;774;1846;148;375;49;202;102;40;95;816;124;117;207;167;105;96;0
QP069026;2265;2265;26826;Décines-Charpieu;51,7;41,4;37,2;;16,6;2,1;26,5;7,4;25,7;25,5;695;1847;166;257;63;209;96;34;;870;118;122;224;176;130;100;0
QP069027;1605;2955;31438;Meyzieu;51,1;38,3;34,2;15,8;19,5;2,1;30,5;;20;22,4;407;1118;83;144;32;148;68;17;;529;64;87;150;105;70;53;0
QP069028;15721;15721;30645;Rillieux-la-Pape;53,7;39,6;36,5;20,3;23,1;1,6;32,4;7,6;20,7;19,6;4245;11365;892;1675;310;1368;696;192;12;5406;828;884;1480;1004;698;512;0
QP069029;1541;8384;42950;Saint-Priest;50,8;38;36,3;17,3;19,4;1,8;28,8;;33,4;33,5;368;1143;57;102;29;180;87;19;;567;95;94;161;104;65;48;0
QP069030;1070;8384;42950;Saint-Priest;49;;;16,7;17,4;2,2;34,2;;16;16,5;280;780;48;102;20;110;51;9;;371;50;72;99;73;45;32;0
QP069031;5773;8384;42950;Saint-Priest;53,7;40,9;38,2;17,8;20,3;1,9;26,7;5,7;20,7;21,2;1794;4943;376;652;134;632;326;95;11;2372;377;382;650;460;290;213;0
QP069032;1275;1275;46630;Lyon 5e Arrondissement;52,1;40,2;36,9;18,5;19,5;1,8;37,6;7,7;28,4;30,1;357;887;69;153;28;107;50;15;;391;47;69;106;81;42;46;0
QP069033;1347;1347;77855;Lyon 7e Arrondissement;50,2;;34,7;27;;;41,2;;25,1;25,4;404;925;68;199;34;103;56;17;;382;51;59;91;83;55;43;0
QP069034;1409;18108;81531;Lyon 8e Arrondissement;52,5;41,5;43;;;1,5;40,1;2,3;24,5;21,6;509;1267;87;233;29;160;73;77;26;564;128;104;141;92;57;42;0
QP069035;15236;42281;143167;Vénissieux, Lyon 8e Arrondissement;53,8;36,9;33,4;22,6;25,3;1,3;48;3,1;22,5;21,7;5359;11556;943;2818;357;1241;517;247;320;4591;825;836;1185;845;500;400;0
QP069036;2801;18108;81531;Lyon 8e Arrondissement;54,3;37,1;37,2;19,5;;1,4;45,2;;27;26,2;1056;2590;152;479;95;330;142;73;32;1105;206;182;288;209;124;96;0
QP069037;7585;10775;48926;Lyon 9e Arrondissement;52,1;41,9;38,6;17,9;20,2;2;35,5;6,7;23,3;22,2;2615;6453;409;1223;163;820;362;121;215;2842;475;485;761;506;341;274;0
