CODGEO;POP_MUN;POP_COM_QP;POP_COM;LIB_COM;TX_F;TX_TOT_0A24;TX_F_0A24;TX_TOT_60ETPLUS;TX_F_60ETPLUS;IND_JEUNE;TX_TOT_MEN1;TX_TOT_MEN6;TX_TOT_ET;TX_F_ET;A;PERCOU;AM;AI;ACSSENF;ACAVENF;AC3ENF;A_NETUD_24;A_ETUD;ENF;ENF_2;ENF_3_5;ENF_6_10;ENF_11_14;ENF_15_17;ENF_18_24;NOTE_CNAF
QP093036;2093;15000;28459;Pierrefitte-sur-Seine;46,4;39,1;44,4;17,6;;1,9;26,2;9,9;42,4;33;521;1380;94;205;42;180;89;15;;640;98;95;165;124;89;69;0
QP093037;4498;78839;109343;Saint-Denis;47,6;37,4;39,1;;;4,3;30,3;;37,6;35;1186;2901;199;515;64;408;121;50;32;1239;239;209;334;212;134;111;0
QP093038;2196;78839;109343;Saint-Denis;48,2;;;;;;31,5;;;;405;1043;78;162;21;144;48;20;29;473;68;82;140;92;55;36;0
QP093039;40243;78839;109343;Saint-Denis;50;35,1;34,7;14,4;16;1,9;38,7;4,1;30,6;27,6;10313;24195;2030;4731;676;2876;1032;544;494;10297;1789;1653;2613;1945;1283;1014;0
QP093040;7367;99851;145708;Saint-Denis, Stains;50,3;44,1;43;13,3;12,4;2,8;22,4;12,1;27;24,2;1981;5293;450;805;110;616;332;64;5;2577;369;400;649;496;338;325;0
QP093041;2207;78839;109343;Saint-Denis;41,9;;;;;2,4;39,5;;45,5;37;628;1367;89;336;32;171;60;56;66;534;109;97;140;79;55;54;0
QP093042;7024;78839;109343;Saint-Denis;51,7;37,3;37,9;16,5;17,5;1,9;34,6;5,7;35,1;31,4;2125;5048;383;1002;133;607;250;98;56;2167;373;327;554;406;275;232;0
QP093043;9607;93839;137802;Pierrefitte-sur-Seine, Saint-Denis;48,7;39,1;38,3;15,4;15,2;2;32,6;7,3;30,4;27,9;2635;6426;463;1216;152;804;348;122;171;2818;431;448;737;566;333;303;0
QP093044;2021;17075;47534;Saint-Ouen-sur-Seine;54,2;31,7;32,4;18,1;21,8;1,4;46,9;;28,6;24,1;656;1412;138;318;44;156;39;21;10;550;99;112;139;86;65;49;0
QP093045;8351;17075;47534;Saint-Ouen-sur-Seine;50,3;29,2;26,7;17,4;19,3;1,3;44,2;1,7;29,9;26,6;2057;4722;369;961;139;588;197;89;58;1929;348;330;482;363;227;179;0
QP093046;3065;17075;47534;Saint-Ouen-sur-Seine;53,3;33,7;31,4;18;19,2;1,5;40,3;2,6;22,2;22,4;868;2078;212;383;41;232;85;31;6;936;134;131;239;170;140;122;0
QP093047;3638;17075;47534;Saint-Ouen-sur-Seine;50,1;34,5;33,3;12;14,2;2,3;42;1,2;25,7;23,7;823;2058;172;328;53;270;93;32;19;911;159;134;219;172;126;101;0
QP093048;18454;21012;36365;Stains;49,9;41,3;39,5;11,4;12,3;3;26,4;9,6;27,2;27,5;5248;13230;1261;2203;335;1449;687;211;82;6176;906;941;1550;1204;830;745;0
QP093049;9250;9250;12451;Villetaneuse;52,1;41,6;39,8;13,8;13,8;2,5;25,2;8,9;24,8;22,8;2469;6628;555;922;150;842;374;122;61;3157;507;468;803;615;403;361;0
QP093050;5689;23678;49465;Sevran;48,8;38,8;40,4;15,4;13,5;2,1;21,7;8,3;30,6;24,5;1731;4471;337;733;110;551;275;51;7;2074;277;307;563;406;291;230;0
QP093051;6901;23678;49465;Sevran;53,1;46;44,8;10,5;10,9;3,8;25,1;8,8;29,9;27;1677;5048;408;473;108;688;339;58;8;2562;423;432;708;485;270;244;0
QP093052;9587;9587;35329;Villepinte;52,7;44,3;41,2;11,8;12,4;3,2;20,2;9,7;26,2;26,8;2461;7620;653;659;139;1010;507;76;;3980;605;647;1080;801;479;368;0
QP093053;7297;7297;34614;Tremblay-en-France;48,9;42,6;40,9;13,3;13,4;2,6;31,2;7,9;19,9;20,6;2164;5582;464;884;131;685;310;75;;2594;371;427;689;499;334;274;0
QP093054;45563;58153;132099;Aulnay-sous-Bois, Sevran;49,7;43;42,4;14,2;13,1;2,5;19,9;11,3;28,8;26,7;11926;33233;2638;4282;790;4216;2083;433;38;16237;2438;2505;4181;3201;2123;1789;0
QP093055;16093;26755;63013;Le Blanc-Mesnil, Dugny;51,6;41,1;40,7;13,1;12,9;2,7;24;7,5;31,1;29,2;4084;11661;935;1322;221;1606;723;143;15;5726;906;943;1570;1045;660;602;0
QP093056;4760;6545;39276;Gagny;53,6;41,8;40,3;10;10,6;3,6;25,5;6,4;23,6;22,8;1272;3504;351;401;53;467;177;55;10;1706;289;333;466;290;196;132;0
QP093057;1785;6545;39276;Gagny;53,6;43,1;40,7;11,4;;3,1;21;10,7;22;22,5;488;1360;128;164;32;164;81;17;;672;93;110;189;124;85;71;0
QP093058;7157;7157;34756;Neuilly-sur-Marne;52;40,2;38,2;15,1;15,5;2,2;35,4;6,5;24,1;23,5;1860;4993;500;712;86;562;281;75;6;2493;352;369;686;488;319;279;0
QP093059;1733;13085;62834;Noisy-le-Grand;51,8;44,2;41,5;12,2;12;3,1;22,3;9,7;28,3;27,4;411;1133;103;153;24;131;58;15;8;561;60;81;155;116;67;82;0
QP093060;7376;13085;62834;Noisy-le-Grand;49,8;42,3;39,8;10,8;10,4;2,9;33,9;7,9;28;28,1;1776;4559;363;722;114;577;237;105;101;2082;315;340;542;374;283;228;0
QP093061;3976;13085;62834;Noisy-le-Grand;56,3;44,8;43,3;12,6;;2,7;;9,3;23,6;23,1;1030;2610;277;429;45;279;129;64;57;1253;165;190;315;242;195;146;0
QP093062;3641;8758;43802;Rosny-sous-Bois;53,1;38,3;34,9;14,2;16;2,3;29,9;5,9;18,4;17,1;988;2561;272;376;64;276;131;39;;1228;164;164;339;247;157;157;0
QP093063;1662;8758;43802;Rosny-sous-Bois;53,4;38,1;32,5;18,1;21,2;1,8;29,3;5,6;20,6;19,3;546;1601;126;152;22;246;86;24;5;781;128;132;210;141;102;68;0
QP094001;1382;10839;58933;Ivry-sur-Seine;53;34,2;30,6;22;23,8;1,3;34;3,4;22,5;24,8;421;1022;98;183;27;113;51;11;;456;72;69;119;82;63;51;0
QP094002;1708;3399;19746;Arcueil;57,5;34,3;;25,2;29,1;1,1;39,8;;20,4;20,3;501;1105;119;241;19;122;30;21;;461;85;80;114;97;49;36;0
QP094003;5301;7270;39215;Boissy-Saint-Léger, Limeil-Brévannes;52,9;42,7;38,4;13,8;14,1;2,5;29,7;7,9;23,5;22,8;1177;3308;294;394;55;434;195;52;7;1645;219;243;398;319;248;218;0
QP094004;3346;3346;44818;Alfortville;52,2;33,5;34,4;18,8;18,3;1,2;51;2,6;28,5;25,4;917;1938;147;467;98;205;70;32;71;715;125;114;171;130;78;97;0
QP094005;7138;9319;89989;Créteil;52,1;41,1;38,9;15;16,2;2,1;31,3;5,7;22,4;21,4;1893;4743;446;811;109;527;246;191;13;2201;300;372;519;427;291;292;0
QP094006;1149;9319;89989;Créteil;60,7;35,9;34,3;17,8;22,7;1,6;41,9;7,5;18,5;20,2;378;753;36;243;12;87;40;95;24;274;45;37;78;45;40;29;0
QP094007;1032;9319;89989;Créteil;53,8;28,3;26,2;;;1,1;50,7;;18,6;15,5;485;1242;127;194;18;146;66;40;55;595;95;108;151;118;64;59;0
QP094008;2758;10839;58933;Ivry-sur-Seine;50,6;34,9;31,2;18,4;22,8;1,5;39,9;;26,3;26,5;510;1139;92;249;25;144;42;28;17;457;71;61;123;81;56;65;0
QP094009;5079;10839;58933;Ivry-sur-Seine;43,1;30,4;31,7;19,1;18,1;1,1;55,6;;40,3;33;1476;3068;179;848;67;382;119;71;237;1144;232;205;300;196;115;96;0
QP094010;1620;10839;58933;Ivry-sur-Seine;47,9;33;29,5;23,5;24,7;1,2;29;6;21,9;21,7;503;1046;73;296;19;115;36;15;21;406;55;47;117;82;56;49;0
QP094011;1065;17753;90075;Vitry-sur-Seine;;;;;;;;;;;296;750;75;117;20;84;40;9;;349;49;40;86;74;54;46;0
QP094012;3680;17753;90075;Vitry-sur-Seine;51,9;38,6;36,2;17,8;20,8;1,8;32,2;6;21,4;20,5;1046;2631;231;458;46;311;149;35;16;1228;145;166;336;257;177;147;0
QP094013;11009;17753;90075;Vitry-sur-Seine;53,2;37,4;36,4;18;19,2;1,7;28,7;7;27,1;25,7;2618;7023;550;998;141;929;402;103;30;3321;489;500;831;627;483;391;0
QP094014;1999;17753;90075;Vitry-sur-Seine;50,6;40,8;44,1;9,9;8,4;3,7;38,8;8,5;26,9;25,5;843;2319;149;318;37;339;137;19;;1100;205;201;309;180;121;84;0
QP094015;1979;2678;42290;Gentilly, Le Kremlin-Bicêtre;49,4;36,1;31,4;17,8;20,2;1,7;39,8;2,5;26,5;26,8;573;1306;151;263;22;137;47;11;;571;87;79;133;130;85;57;0
QP094016;2390;5373;36173;Arcueil, Gentilly;52,6;33,6;28;16,5;18,7;1,7;38,8;2,8;21,5;21;706;1780;149;274;43;240;81;25;25;794;129;145;217;144;89;70;0
QP094017;1716;4456;31201;L'Haÿ-les-Roses;51,7;40,8;36;11,5;;3;30,1;6,6;29,6;29,3;407;1181;97;134;23;153;75;10;;595;84;86;172;127;72;54;0
QP094018;1491;4456;31201;L'Haÿ-les-Roses;49,8;38,3;31,4;19,9;22,1;1,6;31,7;;25,7;24,2;232;555;68;97;9;58;29;;;257;32;42;84;42;31;26;0
QP094019;867;4456;31201;L'Haÿ-les-Roses;47,7;33,3;34,8;13,5;11,1;2;61,9;3,7;41,2;38,2;336;713;84;176;12;64;28;11;;300;55;45;82;53;40;25;0
QP094020;1207;5870;57184;Villejuif;45,6;35,2;28,9;13,1;;2,5;8,8;8,8;29,8;28,8;406;935;58;218;23;107;56;9;;396;45;52;105;86;62;46;0
QP094021;3066;10326;88385;L'Haÿ-les-Roses, Villejuif;50,8;34,9;33,9;20,4;23,8;1,5;34;5,3;25,2;28,8;743;1771;180;331;34;198;83;23;;788;130;114;191;143;115;95;0
QP094022;1979;5870;57184;Villejuif;48,8;31,5;28,9;;;1,2;39,7;;25,2;26,7;637;1570;157;255;39;186;71;17;6;705;124;105;181;138;88;69;0
QP094023;1475;1475;16642;Bonneuil-sur-Marne;51,2;39;35,4;16,4;19;2;45,9;6,4;16,5;16,6;289;748;76;112;9;92;37;15;;356;53;45;89;71;55;43;0
QP094024;4001;18698;75961;Champigny-sur-Marne;54,4;33;31,8;20,2;22,2;1,3;39,3;4,6;21,5;19;1192;2703;262;561;71;298;133;36;8;1137;197;197;297;194;144;108;0
QP094025;479;18698;75961;Champigny-sur-Marne;31,8;21,5;30,6;14,6;11,3;1,3;28,2;0,8;45,3;23,1;177;304;11;124;8;34;11;;;85;14;17;29;14;5;6;0
QP094026;4838;18698;75961;Champigny-sur-Marne;49,3;39,7;39,3;16;16,3;2;23,2;9;29,5;25,6;1380;3407;304;614;60;402;166;51;;1552;211;217;409;300;222;193;0
QP094027;12303;23511;94095;Champigny-sur-Marne, Chennevières-sur-Marne;51,5;41,7;40,3;15,3;15;2,2;28,9;10,1;25,8;25,3;3197;8527;732;1262;186;1017;492;144;;4104;524;579;990;854;619;538;0
QP094028;1890;18698;75961;Champigny-sur-Marne;49,8;36,1;35,1;15,4;;1,8;48,8;8;25,9;19,5;655;1486;126;334;27;168;68;21;;637;104;87;161;138;82;65;0
QP094029;1563;3941;53124;Fontenay-sous-Bois;49,6;41,1;34,2;15,5;;2,1;29,6;7,4;20,5;20,4;351;961;88;127;19;117;58;12;;472;53;68;125;88;73;65;0
QP094030;2378;3941;53124;Fontenay-sous-Bois;52,1;38,4;37,6;15,9;15,5;2;25,5;7,3;26,9;27,3;555;1523;117;201;34;203;90;16;16;728;89;95;198;160;106;80;0
QP094031;7181;7181;22377;Orly;51,5;38,6;35,6;17;19,1;1,9;32,9;5,9;25,7;25,3;1944;4901;387;838;101;618;268;94;7;2218;390;349;617;398;252;212;0
QP094032;2655;2655;42769;Choisy-le-Roi;48,3;38,4;40,2;13,7;13,9;2,3;20,2;7,7;24,4;21,3;827;2117;140;359;49;279;130;21;;955;159;147;263;168;126;92;0
QP094033;1577;1577;74133;Saint-Maur-des-Fossés;51,5;34;33,4;22,2;26;1,2;30,9;5,6;26,7;24,9;454;979;101;229;23;101;36;17;;396;47;47;97;69;75;61;0
QP094034;2425;2425;29280;Thiais;55,6;42,7;40,8;;12,9;2,6;27,7;;26;28,7;625;1854;150;190;32;253;119;25;;935;106;138;234;202;123;132;0
QP094035;10107;26738;68210;Limeil-Brévannes, Valenton, Villeneuve-Saint-Georges;51;42,3;39,8;14;14,2;2,5;23,3;7,5;28,1;27,2;2559;7380;687;796;128;948;413;93;11;3735;566;549;989;755;497;379;0
QP094036;2317;7009;12819;Valenton;52,1;37,8;33,8;12,2;13,1;2,6;26,3;3,6;29,5;33,2;709;1676;174;301;41;193;77;31;;728;158;140;191;119;67;53;0
QP094037;3041;17149;32575;Villeneuve-Saint-Georges;52,6;35,4;36,3;10,3;11,6;2,7;37,5;;49;43,8;822;2070;143;317;61;301;106;50;17;884;229;158;212;154;78;53;0
QP094038;7065;17149;32575;Villeneuve-Saint-Georges;51,8;42,3;40,7;12,7;13;2,8;29,8;7;27,4;26,2;1683;4872;425;521;77;660;294;90;7;2450;390;385;618;491;347;219;0
QP094039;1914;17149;32575;Villeneuve-Saint-Georges;54,1;34,4;29,7;22,1;27,9;1,4;44,9;;19,4;19;527;1302;159;201;25;142;54;12;;611;98;103;161;126;77;46;0
QP094040;1683;17149;32575;Villeneuve-Saint-Georges;47,2;35,8;36,5;;;2,1;38,7;;40,9;39,2;442;1140;95;173;21;153;61;27;6;523;112;84;140;97;51;39;0
QP094041;5794;5794;28190;Villiers-sur-Marne;49,6;38,9;39,7;15,4;14,8;2;25,3;8,2;23,6;22;1295;3518;252;487;76;480;208;58;6;1657;235;234;416;332;242;198;0
QP094042;2259;2259;29462;Cachan;54,9;35,2;30,8;15,5;17,4;1,9;31,9;4,7;15,7;13,4;476;1270;110;175;23;168;70;16;;600;92;88;152;120;75;73;0
QP095001;1477;1477;17637;Soisy-sous-Montmorency;57,3;44,6;43,3;;;2,8;14,6;5,6;13,9;13,6;336;877;93;126;16;101;45;12;;423;44;73;99;107;61;39;0
QP095002;765;37994;134672;Argenteuil, Bezons;27,4;19,1;;35,6;;0,4;23,1;;50,9;24,3;363;614;27;274;8;54;27;7;;186;28;35;50;35;21;17;0
QP095003;1732;35678;106817;Argenteuil;50,2;46,2;42,9;;;6,2;25,1;6,4;18,8;19,5;517;1554;101;138;34;244;97;23;5;760;158;138;200;133;72;59;0
QP095004;2175;37994;134672;Argenteuil, Bezons;45,1;36,8;38,3;;;2,1;39,6;;38,8;36,4;790;1928;102;376;55;257;123;20;;820;124;127;225;169;108;67;0
QP095005;14127;35678;106817;Argenteuil;50,8;42,2;39,2;15,1;15;2,3;23,4;10,1;25,4;25,9;3386;9620;694;1193;201;1298;660;158;13;4707;613;747;1206;950;668;523;0
QP095006;9258;35678;106817;Argenteuil;52,1;40,9;38,7;13,1;15,1;2,6;26,7;7,8;26,8;26,6;2249;6682;435;677;134;1003;469;70;17;3294;578;551;877;624;375;289;0
QP095007;1240;35678;106817;Argenteuil;;;;;;;;;;;368;1085;86;105;24;153;69;15;;538;89;96;151;103;66;33;0
QP095008;2763;35678;106817;Argenteuil;50,1;37,3;33,6;16;17,8;2;40;;26,1;26,4;856;2063;162;380;53;261;101;24;;889;156;155;268;146;96;68;0
QP095009;4448;35678;106817;Argenteuil;50;36,9;37,3;18,8;17,3;1,6;36,3;;20,9;16,4;1337;3084;255;650;53;379;143;89;73;1305;231;233;341;225;162;113;0
QP095010;1486;2316;27855;Bezons;55,4;39;33,6;;;1,7;31,4;3,8;24;24;391;1023;100;137;28;126;49;16;;472;72;75;120;95;59;51;0
QP095011;9076;10223;61708;Cergy;51,9;45,3;43,7;11,2;12,5;3,3;29,6;9,1;23,3;22,5;2747;7313;661;1064;139;883;418;167;247;3528;570;580;972;646;433;327;0
QP095012;1147;10223;61708;Cergy;50,6;43,4;41,9;;;;23,7;;25,9;;341;959;89;122;19;111;56;18;;486;74;80;127;91;61;53;0
QP095013;1740;1740;16704;Éragny;51,8;41,7;39,5;;;4,3;30;;26,3;26,1;491;1375;130;164;29;168;75;22;5;683;109;101;181;130;92;70;0
QP095014;2107;2107;16441;Osny;52,8;46,9;43,5;11,7;;3,2;20,9;11,3;20,6;20,9;535;1587;163;142;37;193;91;24;;818;107;125;195;159;131;101;0
QP095015;3211;5619;29826;Pontoise;51,9;40,7;39;;12,3;2,9;31,8;7,5;26,2;25,7;842;2412;191;288;51;312;167;70;31;1200;180;182;327;241;150;120;0
QP095016;2408;5619;29826;Pontoise;55,4;38,8;34,9;18,8;19,2;1,7;31,3;;21,5;22,6;643;1639;166;246;41;190;88;32;;762;100;112;206;166;100;78;0
QP095017;3136;4235;23702;Saint-Ouen-l'Aumône;49,2;33,5;35,4;23,7;21,9;1,2;42;5,3;28,5;21,5;820;2016;185;341;59;235;97;28;5;895;130;151;216;167;121;110;0
QP095018;1099;4235;23702;Saint-Ouen-l'Aumône;50;41,3;;;;3,2;23,9;;28,5;26,7;242;704;51;81;12;98;47;12;;351;56;64;98;71;36;26;0
QP095019;1489;1489;32005;Jouy-le-Moutier, Vauréal;52,7;45,6;44,3;;;4,6;22,8;;14,9;13,5;375;1101;112;112;13;138;62;26;;573;77;79;143;116;97;61;0
QP095020;1420;3888;13864;Montmagny;52,9;35,8;35;21,5;23,7;1,4;29,4;3,1;25,7;28,6;309;970;58;80;18;153;74;14;;485;99;71;127;90;59;39;0
QP095021;2468;3888;13864;Montmagny;53,7;40,6;37,5;15,7;18,4;2,1;29,7;6,2;19,2;18,5;694;1917;169;237;22;266;105;24;;930;151;132;261;181;98;107;0
QP095022;1079;6887;61396;Ermont, Franconville;42,1;32,1;;;;1,4;35,4;;28,2;16,9;359;720;70;214;7;68;27;5;;287;32;44;91;69;34;17;0
QP095023;1687;4098;33375;Franconville;53,9;39,8;36,6;15,4;15,9;2;30;4;15,4;15,4;461;1171;118;176;25;142;55;24;;546;90;91;127;112;58;68;0
QP095024;1151;1151;27378;Herblay-sur-Seine;54,5;46,2;47,5;;;;;;22,6;24,6;305;946;71;78;16;140;63;12;;485;76;72;133;101;66;37;0
QP095025;2962;2962;20307;Montigny-lès-Cormeilles;52;42,7;38,8;13,3;14,3;2,7;25;8,6;22,8;23,4;894;2551;225;293;42;334;147;38;;1271;188;194;341;238;176;134;0
QP095026;1339;1339;8186;Pierrelaye;53,8;42,2;39,6;12,1;13,7;2,8;26;5;17,4;17,2;372;1002;104;130;19;119;58;13;;490;81;84;116;107;55;47;0
QP095027;4726;7182;59932;Franconville, Sannois;49,6;40,1;40,4;11,7;10,6;2,9;22,3;9,1;25,8;23,9;1321;3350;236;587;64;434;193;45;;1527;238;231;412;291;209;146;0
QP095028;1016;2071;25998;Taverny;51,8;47,7;47;10,2;8,3;4;19;12;18,4;20,1;252;775;66;73;12;101;50;10;;409;48;63;115;90;57;36;0
QP095029;1055;2071;25998;Taverny;54,3;45,5;42,9;;;3,3;23,3;;15,8;16,8;297;806;78;106;13;100;43;13;;395;55;59;118;80;51;32;0
QP095030;1976;10186;31212;Goussainville;51,1;37,9;37,8;;;3;40,5;7,5;34,4;32;;;;;;;;;;;;;;;;;5
QP095031;8210;10186;31212;Goussainville;50,9;42,8;41,7;12,2;10,7;2,9;26,6;8,4;24,8;24,5;2175;6381;494;681;130;870;447;82;5;3200;476;479;890;644;398;313;0
QP095032;30892;30892;41782;Garges-lès-Gonesse;49,8;40,4;39,8;12,8;13,6;2,6;22;10;31,3;29,2;7543;21438;1467;2504;509;3063;1401;280;20;10258;1580;1585;2649;1943;1326;1175;0
QP095033;35912;42981;57533;Sarcelles;51,9;42,1;40,1;14,9;15,8;2,3;20,9;9,6;23,9;22,7;9567;27242;2042;3268;650;3607;1742;553;112;13347;2049;2085;3401;2559;1749;1504;0
QP095034;15243;31634;67509;Arnouville, Gonesse, Villiers-le-Bel;53,1;40,4;38;15,7;16,5;2,1;31,1;8,4;21,6;20,9;4069;11553;837;1353;241;1638;749;177;18;5581;883;867;1451;1120;721;539;0
QP095035;1036;10199;26075;Gonesse;51,1;43,1;41,1;;;;23,1;10,7;13,8;14;264;802;58;80;17;109;56;11;;410;70;51;103;84;62;40;0
QP095036;4267;42981;57533;Sarcelles;53,3;41,4;41;16;16,3;2,2;24,2;7,6;21,3;19,6;1049;2939;268;352;51;378;179;33;;1455;211;241;357;306;189;151;0
QP095037;2802;42981;57533;Sarcelles;51;38,4;34,8;14,6;18,7;2,2;24,9;8,9;29,8;26,4;643;1929;125;189;33;296;124;36;7;954;181;158;256;169;109;81;0
QP095038;15355;20550;27312;Villiers-le-Bel;51,6;41,7;40,3;12,1;12,4;2,9;24,1;7,6;26,1;25,7;4210;12836;922;1126;287;1875;860;231;18;6455;1036;1073;1719;1208;800;619;0
QP095039;2479;2789;28021;Ermont;51,7;41;41;13,7;13,9;2,6;30;6,8;24,9;25;644;1785;154;229;36;225;110;22;;876;115;146;266;171;101;77;0
QP095040;3131;3131;11809;Persan;51,8;43;38,3;13,9;15,1;2,6;29,6;10,3;21,6;23,2;728;1969;168;269;60;231;120;30;;943;121;129;249;198;133;113;0
QP095041;2681;2681;20933;Saint-Gratien;54,2;38,9;35,6;17,7;19,1;1,8;27,5;7,7;20,3;20,2;598;1645;139;206;34;219;98;18;5;788;89;118;197;175;121;88;0
QP971001;4138;20147;57960;Les Abymes;57,8;38;;;;;37,1;;;;;;;;;;;;;;;;;;;;
QP971002;4407;34138;73786;Les Abymes, Pointe-à-Pitre;57,1;;;;;;;;;;;;;;;;;;;;;;;;;;
QP971003;11037;34138;73786;Les Abymes, Pointe-à-Pitre;59,2;;;;;;47,4;;;;;;;;;;;;;;;;;;;;
QP971004;2681;20147;57960;Les Abymes;57,6;;;;;;;;;;;;;;;;;;;;;;;;;;
QP971005;4955;20147;57960;Les Abymes;56,4;;;;;;37,8;;;;;;;;;;;;;;;;;;;;
QP971006;3119;3119;5479;Baillif;55;29,9;26;26,8;27,7;0,9;34,8;2,6;5,8;6,9;;;;;;;;;;;;;;;;;
QP971007;1951;1951;11150;Basse-Terre;53,7;;;;;;46,4;;;;;;;;;;;;;;;;;;;;
QP971008;3739;8514;19201;Capesterre-Belle-Eau;55,7;;;;31;;35,9;;;;;;;;;;;;;;;;;;;;
QP971009;2969;8514;19201;Capesterre-Belle-Eau;55,6;;;;;;36,9;;;;;;;;;;;;;;;;;;;;
QP971010;1806;8514;19201;Capesterre-Belle-Eau;48,5;;;;;;33;;;;;;;;;;;;;;;;;;;;
QP971011;1716;4262;22456;Le Moule;54,6;;;;;;39,4;;;;;;;;;;;;;;;;;;;;
QP971012;2546;4262;22456;Le Moule;59,3;;;;32,1;;48,3;;;;;;;;;;;;;;;;;;;;
QP971013;1547;13991;15826;Pointe-à-Pitre;60,2;;;;;;;;;;;;;;;;;;;;;;;;;;
QP971014;5373;34138;73786;Les Abymes, Pointe-à-Pitre;54,8;;;;;;54;;;;;;;;;;;;;;;;;;;;
QP971015;4197;6934;20144;Sainte-Rose;55,8;37;34,8;;;1,5;34;;;;;;;;;;;;;;;;;;;;
QP971016;2737;6934;20144;Sainte-Rose;55,4;;;;;;28,3;;;;;;;;;;;;;;;;;;;;
QP972001;12062;22296;84174;Fort-de-France;52,3;29,5;26,8;25,9;28,2;0,9;50,3;;;;;;;;;;;;;;;;;;;;
QP972002;4721;22296;84174;Fort-de-France;55,7;;;;;;43,8;;;;;;;;;;;;;;;;;;;;
QP972003;3276;22296;84174;Fort-de-France;55,3;;;27,4;;;33,4;;;;;;;;;;;;;;;;;;;;
QP972004;2237;22296;84174;Fort-de-France;59,2;;;;;;;;;;;;;;;;;;;;;;;;;;
QP972005;1840;1840;40040;Le Lamentin;52,8;;;;;;;;;;;;;;;;;;;;;;;;;;
QP972006;1748;1748;23296;Le Robert;58,6;;;;;;;;;;;;;;;;;;;;;;;;;;
QP972007;1432;1432;17188;Sainte-Marie;57;;;;;;41;;;;;;;;;;;;;;;;;;;;
QP973001;1699;30012;54709;Cayenne;55,3;;;;;;;;;;;;;;;;;;;;;;;;;;
QP973002;1850;30012;54709;Cayenne;53,6;;;;;;;;;;;;;;;;;;;;;;;;;;
QP973003;1288;30012;54709;Cayenne;52;;;;;;;;;;;;;;;;;;;;;;;;;;
QP973004;3497;30012;54709;Cayenne;54,6;51;;;;;;;;;;;;;;;;;;;;;;;;;
QP973005;2661;30012;54709;Cayenne;54,8;;;;;;;;;;;;;;;;;;;;;;;;;;
QP973006;1055;30012;54709;Cayenne;51,6;;;;;;;;;;;;;;;;;;;;;;;;;;
QP973007;1789;30012;54709;Cayenne;58,1;;;;;;;;;;;;;;;;;;;;;;;;;;
QP973008;3005;30012;54709;Cayenne;54,4;;;;;;;;;;;;;;;;;;;;;;;;;;
QP973009;1919;30012;54709;Cayenne;55,2;;;;;;;;;;;;;;;;;;;;;;;;;;
QP973010;1106;30012;54709;Cayenne;55;;;;;;;;;;;;;;;;;;;;;;;;;;
QP973011;5681;30012;54709;Cayenne;54,8;49,5;45,7;;;;;;;;;;;;;;;;;;;;;;;;
QP973012;2061;30012;54709;Cayenne;53,1;;;;;;;;;;;;;;;;;;;;;;;;;;
QP973013;2401;30012;54709;Cayenne;55,8;;;;;;35,5;;;;;;;;;;;;;;;;;;;;
QP973014;4104;14875;25793;Kourou;52,4;51;;;;;;;;;;;;;;;;;;;;;;;;;
QP973015;2485;14875;25793;Kourou;51,7;;;;;;;;;;;;;;;;;;;;;;;;;;
QP973016;8286;14875;25793;Kourou;50,4;56,5;55,1;;;;;22,3;50,5;51,1;;;;;;;;;;;;;;;;;
QP973017;3689;6743;10721;Macouria;52,3;51,2;48,8;4,2;3,1;10,5;12,8;10,9;24,4;25,2;;;;;;;;;;;;;;;;;
QP973018;3054;6743;10721;Macouria;52;51,5;47,9;7,6;7,7;5,8;18,2;13,1;22;24,3;;;;;;;;;;;;;;;;;
QP973019;2316;18852;30244;Matoury;52,5;;;;;;;;;;;;;;;;;;;;;;;;;;
QP973020;2796;18852;30244;Matoury;52,4;;;;;;;;47,2;51,3;;;;;;;;;;;;;;;;;
QP973021;9146;18852;30244;Matoury;51,9;49,3;47,6;;;4,4;17,6;13,1;43,8;45;;;;;;;;;;;;;;;;;
QP973022;1635;18852;30244;Matoury;52,3;;;;;;;;;;;;;;;;;;;;;;;;;;
QP973023;2959;18852;30244;Matoury;56,5;47,5;;;;;;;;;;;;;;;;;;;;;;;;;
QP973024;538;2658;21638;Remire-Montjoly;51,1;;;;;;;;;;;;;;;;;;;;;;;;;;
QP973025;1442;2658;21638;Remire-Montjoly;52;;;;;;;20,8;;45,7;;;;;;;;;;;;;;;;;
QP973026;678;2658;21638;Remire-Montjoly;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP973027;4730;31262;41515;Saint-Laurent-du-Maroni;53,5;63,5;61;;;;;36,4;;;;;;;;;;;;;;;;;;;
QP973028;3111;31262;41515;Saint-Laurent-du-Maroni;56,4;55,1;;;;;;;;;;;;;;;;;;;;;;;;;
QP973029;4711;31262;41515;Saint-Laurent-du-Maroni;51,2;60,4;59,8;;;;;24,7;46,4;46,9;;;;;;;;;;;;;;;;;
QP973030;9155;31262;41515;Saint-Laurent-du-Maroni;54,2;69,7;64,1;;;;;39,9;39,6;40,5;;;;;;;;;;;;;;;;;
QP973031;3740;31262;41515;Saint-Laurent-du-Maroni;50,1;55,6;;;;;;23,6;;;;;;;;;;;;;;;;;;;
QP973032;5815;31262;41515;Saint-Laurent-du-Maroni;54,6;64,1;60,8;;;;;28,9;30,1;32,1;;;;;;;;;;;;;;;;;
