Code_commune_INSEE,Nom_commune,code_postal,Ville_bibliotheques,Département,Nom structure
28331,SAINTIGNY,28480,,,
28331,SAINTIGNY,28480,,,
28086,CHASSANT,28480,,,
28032,BEAUVILLIERS,28150,,,
28274,MOUTIERS,28150,,,
28313,RECLAINVILLE,28150,,,
28411,VILLARS,28150,,,
28422,LES VILLAGES VOVEENS,28150,,,
28426,YMONVILLE,28150,,,
28004,ALLONNES,28150,,,
28047,BOISVILLE LA ST PERE,28150,,,
28383,THEUVILLE,28150,,,
28406,EOLE EN BEAUCE,28150,,,
28406,EOLE EN BEAUCE,28150,,,
28406,EOLE EN BEAUCE,28150,,,
28406,EOLE EN BEAUCE,28150,,,
28422,LES VILLAGES VOVEENS,28150,,,
28215,LOUVILLE LA CHENARD,28150,,,
28422,LES VILLAGES VOVEENS,28150,,,
28049,BONCE,28150,,,
28291,OUARVILLE,28150,,,
28304,PRASVILLE,28150,,,
28422,LES VILLAGES VOVEENS,28150,,,
28040,BILLANCELLES,28190,,,
28203,LANDELLES,28190,,,
28254,MITTAINVILLIERS VERIGNY,28190,,,
28350,ST LUPERCE,28190,,,
28099,CHUISNES,28190,,,
28254,MITTAINVILLIERS VERIGNY,28190,,,
28290,ORROUER,28190,,,
28302,PONTGOUIN,28190,,,
28337,ST GEORGES SUR EURE,28190,,,
28414,VILLEBON,28190,,,
28116,COURVILLE SUR EURE,28190,,,
28339,ST GERMAIN LE GAILLARD,28190,,,
28128,DANGERS,28190,,,
28148,LE FAVRIL,28190,,,
28154,FONTAINE LA GUYON,28190,,,
28167,FRUNCE,28190,,,
28324,ST ARNOULT DES BOIS,28190,,,
28041,BLANDAINVILLE,28120,,,
28095,CHAUFFOURS,28120,,,
28141,ERMENONVILLE LA GRANDE,28120,,,
28286,OLLE,28120,,,
28021,BAILLEAU LE PIN,28120,,,
28225,MAGNY,28120,,,
28245,MESLAY LE GRENET,28120,,,
28081,CHARONVILLE,28120,,,
28091,LES CHATELLIERS NOTRE DAME,28120,,,
28139,EPEAUTROLLES,28120,,,
28142,ERMENONVILLE LA PETITE,28120,,,
28336,ST EMAN,28120,,,
28196,ILLIERS COMBRAY,28120,,,
28242,MEREGLISE,28120,,,
28365,SANDARVILLE,28120,,,
28409,VIEUVICQ,28120,,,
28067,CERNAY,28120,,,
28234,MARCHEVILLE,28120,,,
28261,MONTIGNY LE CHARTIF,28120,,,
28281,NOGENT SUR EURE,28120,,,
28282,NONVILLIERS GRANDHOUX,28120,,,
28326,ST AVIT LES GUESPIERES,28120,,,
28046,BOISSY LES PERCHE,28340,,,
28314,LES RESSUINTES,28340,,,
28316,ROHAIRE,28340,,,
28077,LA CHAPELLE FORTIN,28340,,,
28149,LA FERTE VIDAME,28340,,,
28202,LAMBLORE,28340,,,
28271,MORVILLIERS,28340,,,
28048,LA BOURDINIERE ST LOUP,28360,,,
28222,LUPLANTE,28360,,,
28122,DAMMARIE,28360,,,
28162,FRESNAY LE COMTE,28360,,,
28246,MESLAY LE VIDAME,28360,,,
28383,THEUVILLE,28360,,,
28048,LA BOURDINIERE ST LOUP,28360,,,
28309,PRUNAY LE GILLON,28360,,,
28419,VITRAY EN BEAUCE,28360,,,
28053,LE BOULLAY LES DEUX EGLISES,28170,,,
28226,MAILLEBOIS,28170,,,
28226,MAILLEBOIS,28170,,,
28312,PUISEUX,28170,,,
28351,ST MAIXME HAUTERIVE,28170,,,
28393,TREMBLAY LES VILLAGES,28170,,,
28393,TREMBLAY LES VILLAGES,28170,,,
28323,ST ANGE ET TORCAY,28170,,,
28360,ST SAUVEUR MARVILLE,28170,,,
28386,THIMERT GATELLES,28170,,,
28393,TREMBLAY LES VILLAGES,28170,,,
28147,FAVIERES,28170,,,
28155,FONTAINE LES RIBOUTS,28170,,,
28374,SERAZEREUX,28170,,,
28393,TREMBLAY LES VILLAGES,28170,,,
28008,ARDELLES,28170,,,
28089,CHATEAUNEUF EN THYMERAIS,28170,,,
28226,MAILLEBOIS,28170,,,
28393,TREMBLAY LES VILLAGES,28170,,,
28341,ST JEAN DE REBERVILLIERS,28170,,,
28360,ST SAUVEUR MARVILLE,28170,,,
28386,THIMERT GATELLES,28170,,,
28393,TREMBLAY LES VILLAGES,28170,,,
28055,LE BOULLAY THIERRY,28210,,,
28058,BRECHAMPS,28210,,,
28213,LORMAYE,28210,,,
28343,ST LAURENT LA GATINE,28210,,,
28054,LE BOULLAY MIVOYE,28210,,,
28118,CROISILLES,28210,,,
28289,ORMOY,28210,,,
28299,LES PINTHIERES,28210,,,
28349,ST LUCIEN,28210,,,
28372,SENANTES,28210,,,
28415,VILLEMEUX SUR EURE,28210,,,
28094,CHAUDON,28210,,,
28146,FAVEROLLES,28210,,,
28279,NOGENT LE ROI,28210,,,
28113,COULOMBS,28210,,,
28275,NERON,28210,,,
28279,NOGENT LE ROI,28210,,,
28056,BOUTIGNY PROUAIS,28410,,,
28235,MARCHEZAIS,28410,,,
28001,ABONDANT,28410,,,
28056,BOUTIGNY PROUAIS,28410,,,
28062,BROUE,28410,,,
28064,BU,28410,,,
28185,GOUSSAINVILLE,28410,,,
28185,GOUSSAINVILLE,28410,,,
28193,HAVELU,28410,,,
28347,ST LUBIN DE LA HAYE,28410,,,
28375,SERVILLE,28410,,,
28061,BROU,28160,,,
28127,DANGEAU,28160,,,
28161,FRAZE,28160,,,
28273,MOULHARD,28160,,,
28127,DANGEAU,28160,,,
28182,GOHORY,28160,,,
28123,DAMPIERRE SOUS BROU,28160,,,
28127,DANGEAU,28160,,,
28398,UNVERRE,28160,,,
28272,MOTTEREAU,28160,,,
28424,YEVRES,28160,,,
28071,CHAMPROND EN GATINE,28240,,,
28156,FONTAINE SIMON,28240,,,
28214,LA LOUPE,28240,,,
28385,LE THIEULIN,28240,,,
28033,BELHOMERT GUEHOUVILLE,28240,,,
28232,MANOU,28240,,,
28264,MONTIREAU,28240,,,
28333,ST DENIS DES PUITS,28240,,,
28354,ST MAURICE ST GERMAIN,28240,,,
28109,LES CORVEES LES YYS,28240,,,
28166,FRIAIZE,28240,,,
28240,MEAUCE,28240,,,
28362,ST VICTOR DE BUTHON,28240,,,
28265,MONTLANDON,28240,,,
28335,ST ELIPH,28240,,,
28401,VAUPILLON,28240,,,
28080,CHARBONNIERES,28330,,,
28327,ST BOMER,28330,,,
28018,AUTHON DU PERCHE,28330,,,
28027,LA BAZOCHE GOUET,28330,,,
28038,BETHONVILLIERS,28330,,,
28111,COUDRAY AU PERCHE,28330,,,
28144,LES ETILLEUX,28330,,,
28078,CHAPELLE GUILLAUME,28330,,,
28016,LES AUTELS VILLEVILLON,28330,,,
28018,AUTHON DU PERCHE,28330,,,
28082,CHARPONT,28500,,,
28098,CHERISY,28500,,,
28117,CRECY COUVE,28500,,,
28136,ECLUZELLES,28500,,,
28170,GARANCIERES EN DROUAIS,28500,,,
28171,GARNAY,28500,,,
28267,MONTREUIL,28500,,,
28292,OUERRE,28500,,,
28394,TREON,28500,,,
28003,ALLAINVILLE,28500,,,
28014,AUNAY SOUS CRECY,28500,,,
28045,BOISSY EN DROUAIS,28500,,,
28223,LURAY,28500,,,
28251,MEZIERES EN DROUAIS,28500,,,
28332,STE GEMME MORONVAL,28500,,,
28405,VERT EN DROUAIS,28500,,,
28076,LA CHAPELLE FORAINVILLIERS,28500,,,
28178,GERMAINVILLE,28500,,,
28216,LOUVILLIERS EN DROUAIS,28500,,,
28239,MARVILLE MOUTIERS BRULE,28500,,,
28369,SAULNIERES,28500,,,
28404,VERNOUILLET,28500,,,
28084,CHARTAINVILLIERS,28130,,,
28249,MEVOISINS,28130,,,
28357,ST PIAT,28130,,,
28379,SOULAIRES,28130,,,
28052,BOUGLAINVAL,28130,,,
28191,HANCHES,28130,,,
28227,MAINTENON,28130,,,
28417,VILLIERS LE MORHIER,28130,,,
28195,HOUX,28130,,,
28298,PIERRES,28130,,,
28352,ST MARTIN DE NIGELLES,28130,,,
28423,YERMENONVILLE,28130,,,
28103,CLOYES LES TROIS RIVIERES,28220,,,
28103,CLOYES LES TROIS RIVIERES,28220,,,
28103,CLOYES LES TROIS RIVIERES,28220,,,
28012,COMMUNE NOUVELLE D ARROU,28220,,,
28103,CLOYES LES TROIS RIVIERES,28220,,,
28103,CLOYES LES TROIS RIVIERES,28220,,,
28103,CLOYES LES TROIS RIVIERES,28220,,,
28103,CLOYES LES TROIS RIVIERES,28220,,,
28103,CLOYES LES TROIS RIVIERES,28220,,,
28012,COMMUNE NOUVELLE D ARROU,28220,,,
28103,CLOYES LES TROIS RIVIERES,28220,,,
28106,CONIE MOLITARD,28200,,,
28132,DONNEMAIN ST MAMES,28200,,,
28211,LOGRON,28200,,,
28334,ST DENIS LANNERAY,28200,,,
28330,VILLEMAURY,28200,,,
28330,VILLEMAURY,28200,,,
28330,VILLEMAURY,28200,,,
28334,ST DENIS LANNERAY,28200,,,
28088,CHATEAUDUN,28200,,,
28233,MARBOUE,28200,,,
28256,MOLEANS,28200,,,
28389,THIVILLE,28200,,,
28075,LA CHAPELLE DU NOYER,28200,,,
28198,JALLANS,28200,,,
28329,ST CHRISTOPHE,28200,,,
28330,VILLEMAURY,28200,,,
28410,VILLAMPUY,28200,,,
28107,CORANCEZ,28630,,,
28158,FONTENAY SUR EURE,28630,,,
28278,NOGENT LE PHAYE,28630,,,
28388,THIVARS,28630,,,
28403,VER LES CHARTRES,28630,,,
28035,BERCHERES LES PIERRES,28630,,,
28177,GELLAINVILLE,28630,,,
28253,MIGNIERES,28630,,,
28380,SOURS,28630,,,
28024,BARJOUVILLE,28630,,,
28110,LE COUDRAY,28630,,,
28269,MORANCEZ,28630,,,
28135,DROUE SUR DROUETTE,28230,,,
28140,EPERNON,28230,,,
28153,FLACEY,28800,,,
28259,MONTBOISSIER,28800,,,
28277,NEUVY EN DUNOIS,28800,,,
28057,BOUVILLE,28800,,,
28306,PRE ST MARTIN,28800,,,
28353,ST MAUR SUR LE LOIR,28800,,,
28418,VILLIERS ST ORIEN,28800,,,
28065,BULLAINVILLE,28800,,,
28260,MONTHARVILLE,28800,,,
28305,PRE ST EVROULT,28800,,,
28364,SANCHEVILLE,28800,,,
28370,SAUMERAY,28800,,,
28126,DANCY,28800,,,
28176,LE GAULT ST DENIS,28800,,,
28005,ALLUYES,28800,,,
28051,BONNEVAL,28800,,,
28270,MORIERS,28800,,,
28396,TRIZAY LES BONNEVAL,28800,,,
28199,JANVILLE EN BEAUCE,28310,,,
28210,LEVESVILLE LA CHENARD,28310,,,
28300,POINVILLE,28310,,,
28026,BAUDREVILLE,28310,,,
28189,GUILLEVILLE,28310,,,
28199,JANVILLE EN BEAUCE,28310,,,
28243,MEROUVILLE,28310,,,
28276,NEUVY EN BEAUCE,28310,,,
28391,TOURY,28310,,,
28025,BARMAINVILLE,28310,,,
28164,FRESNAY L EVEQUE,28310,,,
28183,GOMMERVILLE,28310,,,
28392,TRANCRAINVILLE,28310,,,
28197,INTREVILLE,28310,,,
28199,JANVILLE EN BEAUCE,28310,,,
28284,OINVILLE ST LIPHARD,28310,,,
28183,GOMMERVILLE,28310,,,
28184,GOUILLONS,28310,,,
28199,JANVILLE EN BEAUCE,28310,,,
28319,ROUVRAY ST DENIS,28310,,,
28367,SANTILLY,28310,,,
28200,JAUDRAIS,28250,,,
28248,LE MESNIL THOMAS,28250,,,
28310,LA PUISAYE,28250,,,
28130,DIGNY,28250,,,
28373,SENONCHES,28250,,,
28217,LOUVILLIERS LES PERCHE,28250,,,
28368,LA SAUCELLE,28250,,,
28373,SENONCHES,28250,,,
28373,SENONCHES,28250,,,
28159,LA FRAMBOISIERE,28250,,,
28293,OULINS,28260,,,
28371,SAUSSAY,28260,,,
28247,LE MESNIL SIMON,28260,,,
28007,ANET,28260,,,
28096,LA CHAUSSEE D IVRY,28260,,,
28180,GILLES,28260,,,
28187,GUAINVILLE,28260,,,
28050,BONCOURT,28260,,,
28321,ROUVRES,28260,,,
28355,ST OUEN MARCHEFROY,28260,,,
28377,SOREL MOUSSEL,28260,,,
28036,BERCHERES SUR VESGRE,28260,,,
28425,YMERAY,28320,,,
28023,BAILLEAU ARMENONVILLE,28320,,,
28168,GALLARDON,28320,,,
28172,GAS,28320,,,
28023,BAILLEAU ARMENONVILLE,28320,,,
28137,ECROSNES,28320,,,
28168,GALLARDON,28320,,,
29006,BENODET,29950,,,
29032,CLOHARS FOUESNANT,29950,,,
29060,GOUESNACH,29950,,,
29012,BOLAZEC,29640,,,
29114,LANNEANOU,29640,,,
29191,PLOUGONVEN,29640,,,
29275,SCRIGNAC,29640,,,
29016,BRASPARTS,29190,,,
29033,LE CLOITRE PLEYBEN,29190,,,
29115,LANNEDERN,29190,,,
29123,LENNON,29190,,,
29142,LOTHEY,29190,,,
29062,GOUEZEC,29190,,,
29162,PLEYBEN,29190,,,
29261,ST RIVOAL,29190,,,
29020,BRIEC,29510,,,
29107,LANDUDAL,29510,,,
29048,EDERN,29510,,,
29106,LANDREVARZEC,29510,,,
29110,LANGOLEN,29510,,,
29023,CARANTEC,29660,,,
29027,CHATEAUNEUF DU FAOU,29520,,,
29122,LAZ,29520,,,
29249,ST GOAZEC,29520,,,
29267,ST THOIS,29520,,,
29031,CLOHARS CARNOET,29360,,,
29031,CLOHARS CARNOET,29360,,,
29042,CROZON,29160,,,
29042,CROZON,29160,,,
29042,CROZON,29160,,,
29120,LANVEOC,29160,,,
29046,DOUARNENEZ,29100,,,
29046,DOUARNENEZ,29100,,,
29090,KERLAZ,29100,,,
29087,LE JUCH,29100,,,
29226,POULLAN SUR MER,29100,,,
29224,POULDERGAT,29100,,,
29053,LE FAOU,29590,,,
29302,PONT DE BUIS LES QUIMERCH,29590,,,
29302,PONT DE BUIS LES QUIMERCH,29590,,,
29139,LOPEREC,29590,,,
29263,ST SEGAL,29590,,,
29240,ROSNOEN,29590,,,
29057,LA FORET FOUESNANT,29940,,,
29068,GUICLAN,29410,,,
29266,ST THEGONNEC LOC EGUINER,29410,,,
29202,PLOUNEOUR MENEZ,29410,,,
29266,ST THEGONNEC LOC EGUINER,29410,,,
29034,LE CLOITRE ST THEGONNEC,29410,,,
29163,PLEYBER CHRIST,29410,,,
29074,GUIMILIAU,29400,,,
29097,LAMPAUL GUIMILIAU,29400,,,
29116,LANNEUFFRET,29400,,,
29204,PLOUNEVENTER,29400,,,
29262,ST SAUVEUR,29400,,,
29105,LANDIVISIAU,29400,,,
29010,BODILIS,29400,,,
29128,LOC EGUINER,29400,,,
29131,LOCMELAR,29400,,,
29193,PLOUGOURVEST,29400,,,
29264,ST SERVAIS,29400,,,
29079,HENVIC,29670,,,
29279,TAULE,29670,,,
29132,LOCQUENOLE,29670,,,
29091,KERLOUAN,29890,,,
29021,PLOUNEOUR BRIGNOGAN PLAGES,29890,,,
29021,PLOUNEOUR BRIGNOGAN PLAGES,29890,,,
29064,GOULVEN,29890,,,
29095,KERSAINT PLABENNEC,29860,,,
29015,BOURG BLANC,29860,,,
29209,PLOUVIEN,29860,,,
29160,PLABENNEC,29860,,,
29047,LE DRENNEC,29860,,,
29102,LANDELEAU,29530,,,
29036,COLLOREC,29530,,,
29141,LOQUEFFRET,29530,,,
29175,PLONEVEZ DU FAOU,29530,,,
29104,LANDEVENNEC,29560,,,
29280,TELGRUC SUR MER,29560,,,
29001,ARGOL,29560,,,
29289,TREGARVAN,29560,,,
29109,LANDUNVEZ,29840,,,
29112,LANILDUT,29840,,,
29221,PORSPODER,29840,,,
29221,PORSPODER,29840,,,
29111,LANHOUARNEAU,29430,,,
29206,PLOUNEVEZ LOCHRIST,29430,,,
29185,PLOUESCAT,29430,,,
29287,TREFLEZ,29430,,,
29117,LANNILIS,29870,,,
29035,COAT MEAL,29870,,,
29101,LANDEDA,29870,,,
29101,LANDEDA,29870,,,
29290,TREGLONOU,29870,,,
29124,LESNEVEN,29260,,,
29248,ST FREGANT,29260,,,
29255,ST MEEN,29260,,,
29288,TREGARANTEC,29260,,,
29055,LE FOLGOET,29260,,,
29100,LANARVILY,29260,,,
29198,PLOUIDER,29260,,,
29093,KERNILIS,29260,,,
29094,KERNOUES,29260,,,
29126,LOC BREVALAIRE,29260,,,
29179,PLOUDANIEL,29260,,,
29125,LEUHAN,29390,,,
29274,SCAER,29390,,,
29130,LOCMARIA PLOUZANE,29280,,,
29212,PLOUZANE,29280,,,
29134,LOCRONAN,29180,,,
29169,PLOGONNEC,29180,,,
29066,GUENGAT,29180,,,
29229,QUEMENEVEN,29180,,,
29137,LOGONNA DAOULAS,29460,,,
29246,ST ELOY,29460,,,
29045,DIRINON,29460,,,
29086,IRVILLAC,29460,,,
29043,DAOULAS,29460,,,
29078,HANVEC,29460,,,
29080,HOPITAL CAMFROUT,29460,,,
29145,CONFORT MEILARS,29790,,,
29218,PONT CROIX,29790,,,
29008,BEUZEC CAP SIZUN,29790,,,
29143,MAHALON,29790,,,
29146,MELGVEN,29140,,,
29241,ROSPORDEN,29140,,,
29281,TOURCH,29140,,,
29272,ST YVI,29140,,,
29241,ROSPORDEN,29140,,,
29152,MOTREFF,29270,,,
29205,PLOUNEVEZEL,29270,,,
29024,CARHAIX PLOUGUER,29270,,,
29029,CLEDEN POHER,29270,,,
29089,KERGLOFF,29270,,,
29250,ST HERNIN,29270,,,
29159,PEUMERIT,29710,,,
29070,GUILER SUR GOYEN,29710,,,
29215,PLOZEVET,29710,,,
29065,GOURLIZON,29710,,,
29108,LANDUDEC,29710,,,
29167,PLOGASTEL ST GERMAIN,29710,,,
29173,PLONEIS,29710,,,
29225,POULDREUZIC,29710,,,
29166,PLOEVEN,29550,,,
29176,PLONEVEZ PORZAY,29550,,,
29172,PLOMODIERN,29550,,,
29256,ST NIC,29550,,,
29170,PLOMELIN,29700,,,
29216,PLUGUFFAN,29700,,,
29174,PLONEOUR LANVERN,29720,,,
29292,TREGUENNEC,29720,,,
29214,PLOVAN,29720,,,
29298,TREOGAT,29720,,,
29177,PLOUARZEL,29810,,,
29201,PLOUMOGUER,29810,,,
29017,BRELES,29810,,,
29098,LAMPAUL PLOUARZEL,29810,,,
29180,PLOUDIRY,29800,,,
29237,LA ROCHE MAURICE,29800,,,
29268,ST THONAN,29800,,,
29295,TREMAOUEZAN,29800,,,
29144,LA MARTYRE,29800,,,
29181,PLOUEDERN,29800,,,
29056,LA FOREST LANDERNEAU,29800,,,
29156,PENCRAN,29800,,,
29103,LANDERNEAU,29800,,,
29245,ST DIVY,29800,,,
29270,ST URBAIN,29800,,,
29286,TREFLEVENEZ,29800,,,
29184,PLOUENAN,29420,,,
29210,PLOUVORN,29420,,,
29148,MESPAUL,29420,,,
29187,PLOUGAR,29440,,,
29244,ST DERRIEN,29440,,,
29271,ST VOUGAY,29440,,,
29285,TREFLAOUENAN,29440,,,
29301,TREZILIDE,29440,,,
29213,PLOUZEVEDE,29440,,,
29188,PLOUGASNOU,29630,,,
29188,PLOUGASNOU,29630,,,
29251,ST JEAN DU DOIGT,29630,,,
29238,ROSCANVEL,29570,,,
29022,CAMARET SUR MER,29570,,,
29277,SIZUN,29450,,,
29038,COMMANA,29450,,,
29294,LE TREHOU,29450,,,
29297,TREMEVEN,29300,,,
29234,REDENE,29300,,,
29071,GUILLIGOMARC H,29300,,,
29233,QUIMPERLE,29300,,,
29147,MELLAC,29300,,,
29002,ARZANO,29300,,,
29005,BAYE,29300,,,
2A004,AJACCIO,20167,,,
2A323,TAVACO,20167,,,
2A001,AFA,20167,,,
2A017,APPIETTO,20167,,,
2A103,CUTTOLI CORTICCHIATO,20167,,,
2A336,VALLE DI MEZZANA,20167,,,
2A209,PERI,20167,,,
2A006,ALATA,20167,,,
2A271,SARROLA CARCOPINO,20167,,,
2A351,VILLANOVA,20167,,,
2A011,ALTAGENE,20112,,,
2A158,MELA,20112,,,
2A308,STE LUCIE DE TALLANO,20112,,,
2A191,OLMICCIA,20112,,,
2A363,ZOZA,20112,,,
2A027,AZZANA,20121,,,
2A204,PASTRICCIOLA,20121,,,
2A259,REZZA,20121,,,
2A266,SALICE,20121,,,
2A262,ROSAZIA,20121,,,
2A038,BILIA,20100,,,
2A128,GRANACE,20100,,,
2A272,SARTENE,20100,,,
2A129,GROSSA,20100,,,
2A115,FOCE,20100,,,
2A127,GIUNCHETO,20100,,,
2A071,CASALABRIVA,20140,,,
2A186,OLIVESE,20140,,,
2A276,SERRA DI FERRO,20140,,,
2A284,SOLLACARO,20140,,,
2A021,ARGIUSTA MORICCIO,20140,,,
2A276,SERRA DI FERRO,20140,,,
2A160,MOCA CROCE,20140,,,
2A211,PETRETO BICCHISANO,20140,,,
2A085,CAURO,20117,,,
2A104,ECCICA SUARELLA,20117,,,
2A181,OCANA,20117,,,
2A326,TOLLA,20117,,,
2A108,EVISA,20126,,,
2A100,CRISTINACCE,20126,,,
2A139,LECCI,20137,,,
2A247,PORTO VECCHIO,20137,,,
2A142,LEVIE,20170,,,
2A061,CARBINI,20170,,,
2A300,SAN GAVINO DI CARBINI,20170,,,
2A163,MONACIA D AULLENE,20171,,,
2A198,OTA,20150,,,
2A198,OTA,20150,,,
2A232,PILA CANALE,20123,,,
2A091,COGNOCOLI MONTICCHI,20123,,,
2A240,POGGIOLO,20125,,,
2A282,SOCCIA,20125,,,
2A196,ORTO,20125,,,
2A279,SERRIERA,20147,,,
2A203,PARTINELLO,20147,,,
2A197,OSANI,20147,,,
2A324,TAVERA,20163,,,
2A330,UCCIANI,20133,,,
2A062,CARBUCCIA,20133,,,
2A348,VICO,20118,,,
2A090,COGGIA,20118,,,
2A359,ZICAVO,20132,,,
2B009,ALERIA,20270,,,
2B161,MOITA,20270,,,
2B328,TOX,20270,,,
2B320,TALLONE,20270,,,
2B016,ANTISANTI,20270,,,
2B155,MATRA,20270,,,
2B320,TALLONE,20270,,,
2B002,AGHIONE,20270,,,
2B009,ALERIA,20270,,,
2B053,CAMPI,20270,,,
2B075,CASEVECCHIE,20270,,,
2B201,PANCHERACCIA,20270,,,
2B012,ALTIANI,20251,,,
2B126,GIUNCAGGIO,20251,,,
2B226,PIETRASERENA,20251,,,
2B201,PANCHERACCIA,20251,,,
2B218,PIEDICORTE DI GAGGIO,20251,,,
2B034,BELGODERE,20226,,,
2B199,PALASCA,20226,,,
2B034,BELGODERE,20226,,,
2B097,COSTA,20226,,,
2B182,OCCHIATANA,20226,,,
2B290,SPELONCATO,20226,,,
2B180,NOVELLA,20226,,,
2B042,BORGO,20290,,,
2B054,CAMPILE,20290,,,
2B148,LUCCIANA,20290,,,
2B274,SCOLCA,20290,,,
2B042,BORGO,20290,,,
2B206,PENTA ACQUATELLA,20290,,,
2B355,VOLPAJOLA,20290,,,
2B192,OLMO,20290,,,
2B250,PRUNELLI DI CASACCONI,20290,,,
2B102,CROCICCHIA,20290,,,
2B148,LUCCIANA,20290,,,
2B148,LUCCIANA,20290,,,
2B195,ORTIPORIO,20290,,,
2B350,VIGNALE,20290,,,
2B355,VOLPAJOLA,20290,,,
2B166,MONTE,20290,,,
2B045,BUSTANICO,20212,,,
2B110,FAVALELLO,20212,,,
2B013,ALZI,20212,,,
2B105,ERBAJOLO,20212,,,
2B157,MAZZOLA,20212,,,
2B275,SERMANO,20212,,,
2B292,SANT ANDREA DI BOZIO,20212,,,
2B005,ALANDO,20212,,,
2B078,CASTELLARE DI MERCURIO,20212,,,
2B116,FOCICCHIA,20212,,,
2B049,CALENZANA,20214,,,
2B167,MONTEGROSSO,20214,,,
2B361,ZILIA,20214,,,
2B165,MONCALE,20214,,,
2B049,CALENZANA,20214,,,
2B167,MONTEGROSSO,20214,,,
2B167,MONTEGROSSO,20214,,,
2B167,MONTEGROSSO,20214,,,
2B052,CAMPANA,20229,,,
2B221,PIEDIPARTINO,20229,,,
2B243,POLVEROSO,20229,,,
2B338,VALLE D OREZZA,20229,,,
2B063,CARCHETO BRUSTICO,20229,,,
2B164,MONACIA D OREZZA,20229,,,
2B067,CARPINETO,20229,,,
2B202,PARATA,20229,,,
2B217,PIAZZOLE,20229,,,
2B256,RAPAGGIO,20229,,,
2B291,STAZZONA,20229,,,
2B176,NOCARIO,20229,,,
2B219,PIEDICROCE,20229,,,
2B344,VERDESE,20229,,,
2B222,PIE D OREZZA,20229,,,
2B057,CANALE DI VERDE,20230,,,
2B319,TALASANI,20230,,,
2B210,PERO CASEVECCHIE,20230,,,
2B313,SAN NICOLAO,20230,,,
2B318,TAGLIO ISOLACCIO,20230,,,
2B340,VELONE ORNETO,20230,,,
2B088,CHIATRA,20230,,,
2B225,PIETRA DI VERDE,20230,,,
2B242,POGGIO MEZZANA,20230,,,
2B303,SAN GIULIANO,20230,,,
2B313,SAN NICOLAO,20230,,,
2B143,LINGUIZZETTA,20230,,,
2B302,SAN GIOVANNI DI MORIANI,20230,,,
2B303,SAN GIULIANO,20230,,,
2B313,SAN NICOLAO,20230,,,
2B317,SANTA REPARATA DI MORIANI,20230,,,
2B143,LINGUIZZETTA,20230,,,
2B307,SANTA LUCIA DI MORIANI,20230,,,
2B319,TALASANI,20230,,,
2B080,CASTIFAO,20218,,,
2B081,CASTIGLIONE,20218,,,
2B162,MOLTIFAO,20218,,,
2B169,MOROSAGLIA,20218,,,
2B248,PRATO DI GIOVELLINA,20218,,,
2B267,SALICETO,20218,,,
2B169,MOROSAGLIA,20218,,,
2B220,PIEDIGRIGGIO,20218,,,
2B244,POPOLASCA,20218,,,
2B082,CASTINETA,20218,,,
2B122,GAVIGNANO,20218,,,
2B136,LAMA,20218,,,
2B223,PIETRALBA,20218,,,
2B332,URTACA,20218,,,
2B086,CENTURI,20238,,,
2B170,MORSIGLIA,20238,,,
2B087,CERVIONE,20221,,,
2B311,SANTA MARIA POGGIO,20221,,,
2B087,CERVIONE,20221,,,
2B293,SANT ANDREA DI COTONE,20221,,,
2B335,VALLE DI CAMPOLORO,20221,,,
2B134,L ILE ROUSSE,20220,,,
2B296,SANT ANTONINO,20220,,,
2B316,SANTA REPARATA DI BALAGNA,20220,,,
2B010,ALGAJOLA,20220,,,
2B093,CORBARA,20220,,,
2B168,MONTICELLO,20220,,,
2B231,PIGNA,20220,,,
2B020,AREGNO,20220,,,
2B145,LORETO DI CASINCA,20215,,,
2B343,VENZOLASCA,20215,,,
2B214,PIANO,20215,,,
2B245,PORRI,20215,,,
2B346,VESCOVATO,20215,,,
2B072,CASALTA,20215,,,
2B280,SILVARECCIO,20215,,,
2B149,LUGO DI NAZZA,20240,,,
2B342,VENTISERI,20240,,,
2B123,GHISONACCIA,20240,,,
2B283,SOLARO,20240,,,
2B342,VENTISERI,20240,,,
2B366,CHISA,20240,,,
2B236,POGGIO DI NAZZA,20240,,,
2B123,GHISONACCIA,20240,,,
2B123,GHISONACCIA,20240,,,
2B342,VENTISERI,20240,,,
2B190,OLMI CAPPELLA,20259,,,
2B235,PIOGGIOLA,20259,,,
2B156,MAUSOLEO,20259,,,
2B339,VALLICA,20259,,,
2B193,OMESSA,20236,,,
2B083,CASTIRLA,20236,,,
2B193,OMESSA,20236,,,
2B224,PIETRACORBARA,20233,,,
2B281,SISCO,20233,,,
2B234,PIOBETTA,20234,,,
2B321,TARRANO,20234,,,
2B111,FELCE,20234,,,
2B179,NOVALE,20234,,,
2B194,ORTALE,20234,,,
2B208,PERELLI,20234,,,
2B216,PIAZZALI,20234,,,
2B227,PIETRICAGGIO,20234,,,
2B334,VALLE D ALESANI,20234,,,
2B251,PRUNELLI DI FIUMORBO,20243,,,
2B135,ISOLACCIO DI FIUMORBO,20243,,,
2B365,SAN GAVINO DI FIUMORBO,20243,,,
2B135,ISOLACCIO DI FIUMORBO,20243,,,
2B251,PRUNELLI DI FIUMORBO,20243,,,
2B277,SERRA DI FIUMORBO,20243,,,
2B135,ISOLACCIO DI FIUMORBO,20243,,,
2B251,PRUNELLI DI FIUMORBO,20243,,,
